Date,DIA.US.Index,CNYUSD.Curncy,EURUSD.Curncy,GDX.US.Equity,VIX.Index,VVIX.Index,SHCOMP.Index,TWSE.Index,SPX.Index,ADS_Index,Google trends,Sentiment Score,Bitcoin Core (BTC) Price
15/05/2015,182.48,0.16115,1.1451,20.72,12.38,80.93,4308.691,9579.48,2122.73,-0.56448,44,0,236.2
18/05/2015,182.68,0.16117,1.1315,20.75,12.73,82.06,4283.491,9606.1,2129.2,-0.580425,43,0,236.52
19/05/2015,182.93,0.16113,1.115,20,12.85,77.53,4417.552,9716.77,2127.83,-0.584459,47,0,233.57
20/05/2015,182.71,0.16125,1.1094,20.08,12.88,77.03,4446.288,9685.31,2125.85,-0.587853,51,0,232.5
21/05/2015,182.79,0.16135,1.1112,19.94,12.11,73.18,4529.421,9578.56,2130.82,-0.590609,49,0,233.7
22/05/2015,182.26,0.16136,1.1013,19.83,12.13,75.98,4657.596,9638.8,2126.06,-0.592727,44,0,235.19
25/05/2015,182.26,0.16124,1.0978,19.83,12.13,75.98,4813.797,9645.17,2126.06,-0.59575,48,0,240.3
26/05/2015,180.37,0.16118,1.0873,19.245,14.06,81.94,4910.897,9669.41,2104.2,-0.596293,46,0,237.79
27/05/2015,181.52,0.16131,1.0904,19.44,13.27,77.79,4941.714,9693.54,2123.48,-0.596684,46,0,236.91
28/05/2015,181.29,0.16119,1.0949,19.6,13.31,77.35,4620.266,9712.84,2120.79,-0.596924,40,0,237.24
29/05/2015,180.11,0.16133,1.0986,19.58,13.84,79.07,4611.744,9701.07,2107.39,-0.597013,47,0,237.18
01/06/2015,180.4,0.16127,1.0927,19.49,13.97,78.89,4828.738,9625.69,2111.73,-0.595979,47,0,230.41
02/06/2015,180.15,0.16135,1.1151,19.78,14.24,80.61,4910.527,9614.26,2109.6,-0.594228,43,0,224.28
03/06/2015,180.88,0.16133,1.1275,19.41,13.66,79.27,4909.978,9556.52,2114.07,-0.591486,46,0,224.88
04/06/2015,179.21,0.16125,1.1238,19.07,14.71,87.99,4947.102,9348.63,2095.84,-0.58775,44,0,225.34
05/06/2015,178.5,0.16125,1.1114,18.83,14.21,84.1,5023.095,9340.13,2092.83,-0.583019,41,0,224.44
08/06/2015,177.81,0.16116,1.1291,19.02,15.29,86.5,5131.881,9368.43,2079.28,-0.563369,40,0,223.87
09/06/2015,177.71,0.16117,1.1283,18.78,14.47,84.34,5113.534,9191.87,2080.15,-0.555693,43,0,227.58
10/06/2015,180.06,0.16112,1.1324,18.96,13.22,81.6,5106.036,9298.5,2105.2,-0.547537,43,0,229.32
11/06/2015,180.64,0.16108,1.1258,18.74,12.85,79.53,5121.593,9302.49,2108.86,-0.5389,41,0,228.89
12/06/2015,179.13,0.16111,1.1266,18.55,13.78,85.55,5166.35,9301.93,2094.11,-0.529777,44,2.844,229.73
15/06/2015,178.1,0.16107,1.1283,18.59,15.39,96.12,5062.993,9259.48,2084.43,-0.498899,42,0.5859,233.69
16/06/2015,179.21,0.16105,1.1248,18.33,14.81,95.96,4887.432,9212.78,2096.29,-0.486657,45,1.1718,236.3
17/06/2015,179.48,0.16104,1.1337,18.86,14.5,93.19,4967.898,9189.83,2100.44,-0.473338,50,0,247.98
18/06/2015,181.33,0.16106,1.1359,19.1,13.19,89.2,4785.356,9218.37,2121.24,-0.458939,90,0,250.41
19/06/2015,179.76,0.16103,1.1352,18.64,13.96,92.16,4478.364,9218.37,2109.99,-0.443455,50,0,248.25
22/06/2015,180.92,0.16102,1.1341,18.33,12.74,83.87,4478.364,9341.77,2122.85,-0.390514,43,0,243.72
23/06/2015,181.12,0.16109,1.1167,18.38,12.11,78.85,4576.492,9391.14,2124.2,-0.370777,44,0,246.37
24/06/2015,179.41,0.16114,1.1205,18.36,13.26,82.53,4690.15,9397.31,2108.58,-0.349997,44,0,244.44
25/06/2015,178.65,0.16106,1.1205,18.17,14.01,83.51,4527.779,9476.34,2102.31,-0.328167,47,0,240.78
26/06/2015,179.13,0.16105,1.1167,18.09,14.02,83.09,4192.873,9462.57,2101.49,-0.305281,42,-0.1531,241.86
29/06/2015,175.64,0.16107,1.1236,17.9,18.85,117,4053.031,9236.1,2057.64,-0.229522,53,0,248.45
30/06/2015,175.82,0.16108,1.1147,17.76,18.23,110.17,4277.222,9323.02,2063.11,-0.200954,67,0,254.78
01/07/2015,177.4,0.16128,1.1053,17.28,16.09,97.6,4053.7,9375.23,2077.42,-0.170599,34,0,262.34
02/07/2015,177.05,0.1612,1.1084,17.63,16.79,105.14,3912.767,9379.24,2076.78,-0.141193,35,0,258.62
03/07/2015,177.05,0.16117,1.1114,17.63,16.79,105.14,3686.915,9358.23,2076.78,-0.112728,34,0.3127,255.92
06/07/2015,176.68,0.16107,1.1056,17.85,17.01,105.97,3775.912,9255.96,2068.76,-0.0339157,42,0,268.59
07/07/2015,177.63,0.1613,1.1011,16.98,16.09,99.35,3727.125,9250.16,2081.34,-0.0111771,38,0,270.48
08/07/2015,175,0.16106,1.1077,16.86,19.66,111.67,3507.192,8976.11,2046.68,0.00963659,41,0,266.07
09/07/2015,175.26,0.16098,1.1036,16.93,19.97,115.36,3709.331,8914.13,2051.31,0.0285319,37,72.7595,269.18
10/07/2015,177.41,0.16099,1.1162,16.75,16.83,101.19,3877.803,8914.13,2076.62,0.0455145,40,0,268.62
13/07/2015,179.6,0.1611,1.1002,16.8,13.9,85.95,3970.388,9033.92,2099.6,0.0844582,38,0,307.22
14/07/2015,180.33,0.16105,1.1009,16.69,13.37,87.35,3924.487,9041.76,2108.95,0.0926819,34,0,294.88
15/07/2015,180.34,0.16106,1.095,16.31,13.23,90.81,3805.703,9054.2,2107.4,0.0984355,33,0,290.59
16/07/2015,181.07,0.16099,1.0875,16.15,12.11,87.12,3823.175,9042.21,2124.29,0.101721,33,0,286.72
17/07/2015,180.54,0.161,1.083,15.42,11.95,85.32,3957.352,9045.98,2126.64,0.102539,31,0,281.03
20/07/2015,180.69,0.161,1.0825,13.76,12.25,84.38,3992.109,8975,2128.28,0.0912261,33,2.2525,274.37
21/07/2015,178.97,0.161,1.0935,14.12,12.22,82.56,4017.675,9005.96,2119.21,0.0842481,33,0,277.55
22/07/2015,178.3,0.16108,1.0929,14.08,12.12,78.89,4026.045,8918.7,2114.15,0.0758365,31,0,276.43
23/07/2015,177.16,0.16094,1.0984,13.62,12.64,81.64,4123.923,8791.12,2102.15,0.0659887,29,0,276.19
24/07/2015,175.52,0.16107,1.0984,14.08,13.74,88.36,4070.908,8767.86,2079.65,0.0547018,31,0,275.88
27/07/2015,174.23,0.16106,1.1088,13.57,15.6,97.32,3725.558,8556.68,2067.64,0.0120288,34,7.1837,291.18
28/07/2015,176.11,0.16106,1.106,13.69,13.44,84.77,3663.002,8582.49,2093.25,-0.00533484,37,0,292.38
29/07/2015,177.26,0.1613,1.0984,13.97,12.5,82.94,3789.168,8563.48,2108.57,-0.0242999,30,0,294.24
30/07/2015,177.22,0.16104,1.0932,13.46,12.13,80.65,3705.766,8651.49,2108.63,-0.0448723,30,0,289.85
31/07/2015,176.68,0.16109,1.0984,13.75,12.12,81.77,3663.725,8665.34,2103.84,-0.0670583,30,0,287.38
03/08/2015,175.75,0.16105,1.095,13.27,12.56,79.43,3622.905,8524.41,2098.04,-0.135238,37,0,280.58
04/08/2015,175.32,0.16097,1.0881,13.29,13,80.82,3756.545,8510.86,2093.32,-0.155702,37,0,281.39
05/08/2015,175.36,0.161,1.0906,13.09,12.51,80.1,3694.574,8542.27,2099.84,-0.175025,33,0,283.79
06/08/2015,174.22,0.16103,1.0925,13.37,13.77,84.36,3661.539,8449.56,2083.56,-0.193214,31,0,282.25
07/08/2015,173.84,0.16106,1.0967,13.4,13.39,82.57,3744.205,8442.29,2077.57,-0.210275,30,3.0588,278.84
10/08/2015,176.19,0.16102,1.1019,14.29,12.23,80.21,3928.415,8466.84,2104.18,-0.254697,31,0,264.13
11/08/2015,174.11,0.15809,1.1042,14.52,13.71,85.22,3927.908,8394.14,2084.07,-0.267216,32,0,264.14
12/08/2015,174.21,0.15659,1.1159,15.52,13.61,88.13,3886.32,8283.38,2086.05,-0.278593,31,0,268.69
13/08/2015,174.31,0.15626,1.115,14.64,13.49,88.36,3954.556,8311.74,2083.39,-0.28883,33,0.9633,267.32
14/08/2015,174.9,0.15648,1.1109,14.49,12.83,89.38,3965.335,8305.64,2091.54,-0.29793,29,0,264.01
17/08/2015,175.7,0.15635,1.1078,15.04,13.02,87.35,3993.668,8213.42,2102.44,-0.318881,31,0,258.55
18/08/2015,175.33,0.1564,1.1024,14.77,13.79,88.84,3748.164,8177.22,2096.92,-0.324348,35,-0.2023,257.03
19/08/2015,173.74,0.15631,1.112,15.2,15.25,91.84,3794.109,8021.84,2079.61,-0.329134,44,0.8123,214.5
20/08/2015,170.22,0.15654,1.1242,15.82,19.14,108.75,3664.291,8029.81,2035.73,-0.333241,38,0,224.36
21/08/2015,164.41,0.15657,1.1386,15.39,28.03,138.57,3507.744,7786.92,1970.89,-0.336669,35,0,233.39
24/08/2015,158.38,0.15615,1.1619,14.13,40.74,168.75,3209.905,7410.34,1893.21,-0.342456,42,0,228.24
25/08/2015,156.49,0.15595,1.1517,13.67,36.02,152.42,2964.967,7675.64,1867.61,-0.342305,43,0,213.93
26/08/2015,162.66,0.15597,1.1314,13.04,30.32,134.31,2927.288,7715.59,1940.51,-0.341042,34,0,216.71
27/08/2015,166.45,0.15616,1.1246,13.79,26.1,128.59,3083.591,7824.55,1987.66,-0.338665,32,0,225.32
28/08/2015,166.33,0.15656,1.1185,14.25,26.05,127.18,3232.349,8019.18,1988.87,-0.335174,33,0,225.01
31/08/2015,165.18,0.15684,1.1211,14.11,28.43,127.28,3205.986,8174.92,1972.18,-0.318487,30,0,229.05
01/09/2015,160.46,0.15713,1.1315,13.67,31.4,128.94,3166.624,8017.56,1913.85,-0.311485,29,0,229.21
02/09/2015,163.46,0.15734,1.1227,13.63,26.09,114.43,3160.167,8035.29,1948.86,-0.305016,32,0,228.15
03/09/2015,163.67,0.15733,1.1123,13.38,25.61,118.16,3160.167,8095.95,1951.13,-0.299077,29,0,228.53
04/09/2015,160.97,0.15698,1.1149,13.39,27.8,123.15,3160.167,8000.6,1921.22,-0.293666,31,0,227.33
07/09/2015,160.97,0.15702,1.117,13.39,27.8,123.15,3080.42,7986.56,1921.22,-0.280728,28,0,239.87
08/09/2015,164.91,0.15705,1.1203,13.55,24.9,117.62,3170.452,8001.5,1969.41,-0.277692,30,0,240.12
09/09/2015,162.52,0.1568,1.1207,13.13,26.23,131.3,3243.089,8286.92,1942.04,-0.275317,31,0,243.46
10/09/2015,163.39,0.15656,1.128,13.12,24.37,127.06,3197.893,8268.68,1952.29,-0.2736,28,0,239.65
11/09/2015,164.39,0.15688,1.1338,13.21,23.2,119.09,3200.234,8305.82,1961.05,-0.272542,27,0,238.56
14/09/2015,163.77,0.15702,1.1317,13.07,24.25,118.01,3114.798,8307.29,1953.03,-0.272707,31,0.9872,231.29
15/09/2015,166.11,0.15701,1.1269,13.11,22.54,109.34,3005.172,8259.99,1978.09,-0.273059,28,0,229.81
16/09/2015,167.51,0.15695,1.129,13.89,21.35,107.02,3152.263,8333.29,1995.31,-0.273458,32,0,230.09
17/09/2015,166.81,0.15709,1.1435,14.27,21.14,118.09,3086.061,8445.5,1990.2,-0.273904,31,0,228.37
18/09/2015,163.54,0.15714,1.1298,14.48,22.28,116.26,3097.917,8462.14,1958.03,-0.274397,32,0,232.17
21/09/2015,164.9,0.15696,1.119,14,20.14,103.4,3156.54,8307.04,1966.97,-0.276245,29,-0.6137,230.9
22/09/2015,163,0.15689,1.112,13.36,22.44,111.36,3185.619,8365.92,1942.74,-0.277094,32,0,227.48
23/09/2015,162.59,0.15665,1.1186,13.26,22.13,105.86,3115.888,8193.42,1938.76,-0.278075,32,0,229.46
24/09/2015,161.87,0.15673,1.123,14.22,23.47,110.12,3142.687,8123.1,1932.24,-0.279188,30,7.1324,229.98
25/09/2015,162.88,0.15685,1.1195,13.98,23.62,110.54,3092.347,8132.35,1931.34,-0.280432,31,0,233.44
28/09/2015,159.79,0.15709,1.1244,13.32,27.63,115.31,3100.756,8132.35,1881.77,-0.285312,28,0,232.93
29/09/2015,160.23,0.15718,1.1249,13.41,26.83,110.99,3038.137,8132.35,1884.09,-0.287795,29,0,238.13
30/09/2015,162.62,0.15732,1.1177,13.74,24.5,103.28,3052.782,8181.24,1920.03,-0.290766,30,0,237.45
01/10/2015,162.49,0.15733,1.1195,13.41,22.55,98.27,3052.782,8295.94,1923.82,-0.294226,27,0,236.29
02/10/2015,164.58,0.15729,1.1216,14.49,20.94,95.07,3052.782,8305.03,1951.36,-0.298295,29,0,237.32
05/10/2015,167.58,0.15737,1.1188,15.12,19.54,92.29,3052.782,8352.36,1987.05,-0.314038,29,0,238.72
06/10/2015,167.69,0.15728,1.1272,15.68,19.4,92.46,3052.782,8394.1,1979.92,-0.320308,32,0,239.76
07/10/2015,168.95,0.15732,1.1237,15.61,18.4,89.43,3052.782,8495.23,1995.83,-0.327071,29,3.4957,245.71
08/10/2015,170.37,0.15741,1.1276,15.41,17.42,88.42,3143.357,8445.96,2013.43,-0.33433,31,0,243.89
09/10/2015,170.76,0.15761,1.1358,16.26,17.08,89.08,3183.152,8445.96,2014.89,-0.342086,29,0,243.11
12/10/2015,171.17,0.15816,1.1358,15.78,16.17,88.27,3287.662,8573.72,2017.46,-0.368333,30,0,247.07
13/10/2015,170.64,0.15766,1.1379,15.87,17.67,98.35,3293.23,8567.92,2003.69,-0.378038,30,0,245.73
14/10/2015,169.07,0.15755,1.1474,16.9,18.03,102.29,3262.441,8522.51,1994.24,-0.388219,28,0,248.64
15/10/2015,171.32,0.15757,1.1386,16.89,16.05,96.61,3338.073,8601.52,2023.86,-0.39888,30,0,252.23
16/10/2015,171.88,0.15741,1.1348,16.39,15.05,97.58,3391.352,8604.95,2033.11,-0.410024,31,0.4215,254.5
19/10/2015,172.12,0.15726,1.1327,15.7,14.98,94.38,3386.7,8631.5,2033.66,-0.446359,30,0,265.14
20/10/2015,172.01,0.15753,1.1346,16.33,15.75,97.11,3425.33,8653.6,2030.77,-0.459406,34,0,263.98
21/10/2015,171.48,0.15748,1.1339,15.85,16.7,106.02,3320.676,8609.23,2018.94,-0.472921,34,0,269.07
22/10/2015,174.8,0.15733,1.1109,16.12,14.45,97.07,3368.739,8608.46,2052.51,-0.48691,39,0,267.7
23/10/2015,176.37,0.15739,1.1018,16.52,14.46,97.21,3412.434,8673.81,2075.15,-0.501377,34,0,274.03
26/10/2015,176.02,0.15735,1.1058,16.01,15.29,98.1,3429.581,8745.36,2071.18,-0.547207,36,0,286.08
27/10/2015,175.67,0.1574,1.1051,16.04,15.43,95.21,3434.336,8701.32,2065.89,-0.562674,38,0,285.13
28/10/2015,177.68,0.1572,1.0923,15.89,14.33,88.28,3375.196,8665.99,2090.35,-0.578165,38,0,293.49
29/10/2015,177.38,0.15737,1.0977,15.12,14.61,88.6,3387.315,8571.08,2089.41,-0.593685,44,0,302.68
30/10/2015,176.49,0.15833,1.1006,14.96,15.07,90.27,3382.561,8554.31,2079.36,-0.609237,45,0,311.99
02/11/2015,178.12,0.15785,1.1016,15.02,14.15,86.75,3325.085,8614.77,2104.05,-0.655174,48,0,321.06
03/11/2015,179.07,0.15779,1.0964,14.94,14.54,87.34,3316.695,8713.19,2109.79,-0.66897,68,0,352.8
04/11/2015,178.65,0.15784,1.0866,14.62,15.51,89.46,3459.64,8857.02,2102.31,-0.681854,92,0,395.42
05/11/2015,178.64,0.1576,1.0884,14.08,15.05,87.68,3522.819,8850.18,2099.93,-0.693831,81,0,423.33
06/11/2015,179.14,0.15746,1.0741,13.46,14.33,85.03,3590.032,8693.57,2099.2,-0.704903,57,0,397.46
09/11/2015,177.42,0.15715,1.0752,13.83,16.52,92.97,3646.881,8642.48,2078.58,-0.732955,52,0,374.97
10/11/2015,177.78,0.15717,1.0724,13.47,15.29,86.96,3640.485,8536.9,2081.72,-0.740899,47,0,376.38
11/11/2015,177.21,0.15701,1.0743,13.65,16.06,91.25,3650.249,8415.01,2075,-0.748183,45,0,346.3
12/11/2015,174.67,0.15701,1.0814,13.47,18.37,98.19,3632.902,8428.09,2045.97,-0.754809,42,0,316.34
13/11/2015,172.61,0.15689,1.0773,13.619,20.08,106.06,3580.839,8329.5,2023.04,-0.760778,41,0,332.93
16/11/2015,175.02,0.15695,1.0686,13.74,18.16,96.71,3606.958,8295.4,2053.19,-0.775086,36,0,322.45
17/11/2015,175.16,0.15675,1.0642,13.08,18.84,100.37,3604.795,8419.42,2050.44,-0.779089,40,0,327.52
18/11/2015,177.73,0.15662,1.066,13.49,16.85,93.47,3568.468,8340.47,2083.58,-0.782763,39,0,336.07
19/11/2015,177.66,0.15669,1.0734,13.97,16.99,96.18,3617.062,8477.2,2081.24,-0.786111,37,0,334.25
20/11/2015,178.06,0.15653,1.0646,13.4,15.47,90.79,3630.5,8465.45,2089.17,-0.789134,40,0,327.77
23/11/2015,177.74,0.15659,1.0636,13.33,15.62,88.55,3610.314,8485.73,2086.59,-0.795604,37,0,323.76
24/11/2015,177.98,0.15652,1.0643,13.84,15.93,89.64,3616.113,8400.14,2089.14,-0.796028,37,0,322.87
25/11/2015,177.93,0.15656,1.0624,13.71,15.19,86.14,3647.93,8386.13,2088.87,-0.795479,35,0,319.75
26/11/2015,177.93,0.15651,1.061,13.71,15.19,86.14,3635.552,8484.9,2088.87,-0.793955,39,0,326.05
27/11/2015,177.9,0.15634,1.0593,13.45,15.12,88.35,3436.303,8398.4,2090.11,-0.791456,36,0,350.41
30/11/2015,177.23,0.15632,1.0565,13.76,16.13,90.84,3445.405,8320.61,2080.41,-0.777602,40,0,368.18
01/12/2015,178.81,0.15637,1.0633,14.16,14.67,87.32,3456.309,8463.3,2102.63,-0.770195,39,0,376.03
02/12/2015,177.29,0.15632,1.0615,13.79,15.91,92.94,3536.905,8457.4,2079.51,-0.7618,41,0,364.37
03/12/2015,174.83,0.15657,1.094,14.083,18.11,101.8,3584.824,8456.06,2049.62,-0.752414,38,0,356.94
04/12/2015,178.42,0.15623,1.0881,14.83,14.81,89.19,3524.992,8398.6,2091.69,-0.742034,36,0,361.84
07/12/2015,177.34,0.15603,1.0837,14.2,15.84,94.3,3536.927,8454.27,2077.07,-0.706072,39,0,391.42
08/12/2015,175.7708125,0.15583,1.0892,14.08,17.6,99.16,3470.07,8343.86,2063.59,-0.694028,51,0,393.69
09/12/2015,174.99,0.15554,1.1025,14.27,19.61,113.83,3472.439,8229.62,2047.62,-0.682145,100,0,411.04
10/12/2015,175.88,0.1553,1.0941,14.21,19.34,113.8,3455.495,8216.17,2052.23,-0.670419,69,5.4956,416.09
11/12/2015,172.73,0.1549,1.0986,14.38,24.39,131.09,3434.582,8115.89,2012.37,-0.658846,57,0,415.31
14/12/2015,173.9,0.15487,1.0992,13.56,22.73,122.22,3520.668,8040.16,2021.94,-0.624843,43,0,432.17
15/12/2015,175.46,0.15455,1.0931,13.63,20.95,114.37,3510.354,8073.35,2043.41,-0.613505,51,0,441.18
16/12/2015,177.64,0.15444,1.0912,14.17,17.86,108.93,3516.187,8184.66,2073.07,-0.602132,45,0,459.71
17/12/2015,175.1,0.15419,1.0826,13.34,18.94,113.52,3579.999,8319.67,2041.89,-0.59072,46,0.8885,453.64
18/12/2015,171,0.15426,1.0868,13.635,20.7,118.32,3578.964,8257.32,2005.55,-0.579265,44,0,454.09
21/12/2015,172.25,0.15431,1.0915,13.76,18.7,109.44,3642.472,8282.17,2021.15,-0.543539,42,0,444.64
22/12/2015,174.01,0.15441,1.0957,13.68,16.6,100.91,3651.767,8292.74,2038.97,-0.52974,39,0,436.62
23/12/2015,175.81,0.15435,1.0912,13.965,15.57,99.61,3636.089,8315.7,2064.29,-0.514812,44,0,437.21
24/12/2015,175.22,0.15433,1.0963,14.27,15.74,99.88,3612.485,8324.36,2060.99,-0.498749,40,4.792,441.24
25/12/2015,175.22,0.15473,1.096,14.27,15.74,99.88,3627.914,8363.28,2060.99,-0.481547,39,0,452.7
28/12/2015,174.98,0.15412,1.0968,13.79,16.91,99.24,3533.779,8358.49,2056.5,-0.423858,40,0,419.1
29/12/2015,176.98,0.15421,1.092,13.95,16.08,95.13,3563.736,8293.91,2078.36,-0.403659,40,0,422.15
30/12/2015,175.8,0.15408,1.0933,13.66,17.29,100.82,3572.876,8279.99,2063.36,-0.383101,41,0,429.58
31/12/2015,173.99,0.154,1.0862,13.72,18.21,100.2,3539.182,8338.06,2043.94,-0.362176,37,6.5471,426.39
01/01/2016,173.99,0.15401,1.0856,13.72,18.21,100.2,3539.182,8338.06,2043.94,-0.340879,26,0,427
04/01/2016,171.29,0.15296,1.0831,14.09,20.7,107.69,3296.258,8114.26,2012.66,-0.283716,30,0,428.8
05/01/2016,171.39,0.15323,1.0748,14.02,19.34,101.84,3287.71,8075.11,2016.71,-0.266038,34,0.4215,432.62
06/01/2016,168.94,0.15246,1.0781,14.25,20.59,103.06,3361.84,7990.39,1990.26,-0.248934,31,0,431.88
07/01/2016,164.96,0.15166,1.0932,14.88,24.99,116.55,3125.002,7852.06,1943.09,-0.232397,38,0,429.19
08/01/2016,163.24,0.15167,1.0922,14.52,27.01,116.46,3186.412,7893.97,1922.03,-0.216423,37,0,451.31
11/01/2016,163.83,0.15228,1.0859,13.92,24.3,109.63,3016.704,7788.42,1923.67,-0.172027,34,0,446.77
12/01/2016,164.95,0.15217,1.0858,13.61,22.47,104.52,3022.861,7768.45,1938.68,-0.158648,28,0,447.52
13/01/2016,161.35,0.15205,1.0877,13.61,25.22,117.14,2949.597,7824.61,1890.28,-0.146006,33,0,435.95
14/01/2016,163.59,0.15172,1.0865,13.13,23.95,110.07,3007.649,7742.88,1921.84,-0.134095,32,0.4617,429.79
15/01/2016,159.68,0.15189,1.0916,13.085,27.02,116.41,2900.97,7762.01,1880.33,-0.122913,43,0,429.98
18/01/2016,159.68,0.15202,1.0892,13.085,27.02,116.41,2913.837,7811.18,1880.33,-0.0948882,38,0,382.66
19/01/2016,160.02,0.15194,1.0908,12.47,26.05,113.76,3007.739,7854.88,1881.33,-0.0889602,37,0,383.51
20/01/2016,157.61,0.15188,1.089,12.85,27.59,112.88,2976.694,7699.12,1859.33,-0.0849331,39,0,380.12
21/01/2016,158.6,0.15195,1.0874,12.91,26.69,108.38,2880.482,7664.01,1868.99,-0.0828056,37,0,409.75
22/01/2016,160.79,0.15201,1.0796,13.03,22.34,98.92,2916.563,7756.18,1906.9,-0.0825772,35,0,412.23
25/01/2016,158.7,0.15194,1.0849,13.38,24.15,102.88,2938.515,7894.15,1877.08,-0.0918048,32,0,399.33
26/01/2016,161.54,0.15198,1.087,13.97,22.5,98.4,2749.785,7828.67,1903.63,-0.0962098,33,0,392.87
27/01/2016,159.3,0.15202,1.0893,14.2,23.11,100.04,2735.558,7849.83,1882.95,-0.101034,31,0,392.25
28/01/2016,160.51,0.15208,1.094,13.86,22.42,96.56,2655.661,7905.1,1893.36,-0.10628,33,0,394.53
29/01/2016,164.37,0.15209,1.0831,14.21,20.2,89.95,2737.6,8080.6,1940.24,-0.111947,32,0,382.75
01/02/2016,164.34,0.15201,1.0888,14.65,19.98,89.65,2688.854,8156.96,1939.38,-0.132783,31,0,369.6
02/02/2016,161.41,0.15186,1.0919,14.3,21.98,97.6,2749.57,8131.24,1903.03,-0.141626,29,0,372.35
03/02/2016,163.2,0.15205,1.1105,15.35,21.65,97.32,2739.247,8063,1912.53,-0.151089,30,0,373.72
04/02/2016,164.14,0.1523,1.1209,16.15,21.84,95.22,2781.023,8063,1915.45,-0.161175,29,0.7003,369.88
05/02/2016,161.94,0.15213,1.1158,17.05,23.38,100.55,2763.492,8063,1880.05,-0.171886,29,0,385
08/02/2016,160.35,0.15211,1.1193,17.47,26,104.53,2763.492,8063,1853.44,-0.207306,28,0,376.37
09/02/2016,160.24,0.15211,1.1293,16.75,26.54,103.06,2763.492,8063,1852.21,-0.219548,30,0,373.57
10/02/2016,159.39,0.1521,1.1292,17.14,26.29,106.19,2763.492,8063,1851.86,-0.231932,33,0,374.72
11/02/2016,156.8,0.15207,1.1323,18.37,28.14,107.21,2763.492,8063,1829.08,-0.24446,35,0,380.8
12/02/2016,159.98,0.15213,1.1256,18.84,25.4,103.25,2763.492,8063,1864.78,-0.257136,31,0,378.72
15/02/2016,159.98,0.15386,1.1156,18.84,25.4,103.25,2746.196,8066.51,1864.78,-0.295573,35,0,404.01
16/02/2016,162.2,0.15343,1.1144,17.21,24.11,94.2,2836.571,8212.07,1895.58,-0.307845,34,0,401.97
17/02/2016,164.93,0.15328,1.1128,17.82,22.31,88.96,2867.338,8214.25,1926.82,-0.319766,34,0,405.69
18/02/2016,164.52,0.15348,1.1107,18.9,21.64,87.53,2862.893,8314.67,1917.83,-0.33134,38,0,414.76
19/02/2016,163.7,0.15335,1.113,18.38,20.53,86.25,2860.021,8325.04,1917.78,-0.34257,37,1.1088,421
22/02/2016,165.94,0.15329,1.103,18.53,19.38,86.19,2927.175,8326.68,1945.5,-0.374635,33,0,438.55
23/02/2016,164.1508125,0.15322,1.102,18.92,20.98,89.67,2903.331,8334.64,1921.27,-0.385324,32,0,437.3
24/02/2016,164.67,0.15317,1.1013,19.11,20.72,86.74,2928.896,8282.86,1929.8,-0.396086,35,0,424.29
25/02/2016,166.84,0.15296,1.1018,19.39,19.11,83.51,2741.245,8365.86,1951.7,-0.406923,32,0,421.39
26/02/2016,166.28,0.15285,1.0934,18.69,19.81,83.72,2767.21,8411.16,1948.05,-0.41784,33,0,423.57
29/02/2016,164.96,0.15258,1.0873,19.38,20.55,85.06,2687.979,8411.16,1932.23,-0.451688,32,0,431.13
01/03/2016,168.52,0.15262,1.0868,18.57,17.7,79.45,2733.17,8485.69,1978.35,-0.464134,32,0,436.5
02/03/2016,168.89,0.15265,1.0868,19.0508125,17.09,78.84,2849.681,8544.05,1986.45,-0.476377,33,0,434.38
03/03/2016,169.35,0.15307,1.0957,19.82,16.7,79.41,2859.758,8611.79,1993.4,-0.48842,34,0,425.39
04/03/2016,170.02,0.15378,1.1005,19.71,16.86,81.97,2874.147,8643.55,1999.99,-0.500267,31,0,419.95
07/03/2016,170.62,0.15353,1.1014,20.4,17.35,82.3,2897.34,8659.55,2001.76,-0.533717,33,0,403.53
08/03/2016,169.62,0.15376,1.1011,19.42,18.67,87.46,2901.387,8664.31,1979.26,-0.542913,32,0,411.21
09/03/2016,170.02,0.15354,1.0999,19.51,18.34,92.86,2862.556,8634.11,1989.26,-0.550978,33,0,412.12
10/03/2016,170.0591875,0.15364,1.1177,20.38,18.05,94.77,2804.725,8660.7,1989.57,-0.557914,30,0,412.41
11/03/2016,172.2308125,0.15397,1.1156,19.98,16.5,92.35,2810.308,8706.14,2022.19,-0.563723,28,0,415.27
14/03/2016,172.4108125,0.15385,1.1103,19.12,16.92,89.74,2859.499,8747.9,2019.64,-0.574715,33,0,412.68
15/03/2016,172.64,0.15352,1.1109,19.53,16.84,90.34,2864.368,8611.18,2015.93,-0.576642,31,0,414.67
16/03/2016,173.47,0.15333,1.1224,20.86,14.99,84.37,2870.43,8699.14,2027.22,-0.577753,31,0,415.32
17/03/2016,174.94,0.15444,1.1318,20.43,14.44,84.71,2904.832,8734.54,2040.59,-0.578049,30,0.1139,416.02
18/03/2016,175.69,0.15452,1.127,20.61,14.02,86.2,2955.15,8810.71,2049.58,-0.577528,27,0,418.24
21/03/2016,176.01,0.15419,1.1241,20.57,13.79,87.78,3018.802,8812.7,2051.6,-0.570797,30,0.2417,410.82
22/03/2016,175.7,0.15406,1.1217,20.58,14.17,85.04,2999.363,8785.68,2049.8,-0.566467,31,0,410.78
