#NAME?,DIA US Index,CNYUSD Curncy,EURUSD Curncy,GBTC US Equity,ETHE US Equity,LTCN US Equity,CCRIXRP Index,Lumber prices,WTI Oil
DATES,"px_last(dates=range(2015-01-01,2021-12-31),fill=PREV)","px_last(dates=range(2015-01-01,2021-12-31),fill=PREV)","px_last(dates=range(2015-01-01,2021-12-31),fill=PREV)","px_last(dates=range(2015-01-01,2021-12-31),fill=PREV)","px_last(dates=range(2015-01-01,2021-12-31),fill=PREV)","px_last(dates=range(2015-01-01,2021-12-31),fill=PREV)","px_last(dates=range(2015-01-01,2021-12-31),fill=PREV)","px_last(dates=range(2015-01-01,2021-12-31),fill=PREV)","px_last(dates=range(2015-01-01,2021-12-31),fill=PREV)"
02/03/2015,182.68,0.1594,1.1184,#N/A,#N/A,#N/A,#N/A,296.3,49.59
03/03/2015,181.87,0.15931,1.1176,#N/A,#N/A,#N/A,#N/A,292.6,50.52
04/03/2015,180.78,0.15954,1.1078,#N/A,#N/A,#N/A,#N/A,289.2,51.53
05/03/2015,181.17,0.15968,1.103,#N/A,#N/A,#N/A,#N/A,286.8,50.76
06/03/2015,178.4,0.15963,1.0844,#N/A,#N/A,#N/A,#N/A,281.8,49.61
09/03/2015,179.8,0.15972,1.0852,#N/A,#N/A,#N/A,#N/A,286.6,50
10/03/2015,176.69,0.15974,1.0698,#N/A,#N/A,#N/A,#N/A,285,48.29
11/03/2015,176.35,0.1597,1.0547,#N/A,#N/A,#N/A,#N/A,281.6,48.17
12/03/2015,178.97,0.15962,1.0635,#N/A,#N/A,#N/A,#N/A,279.4,47.05
13/03/2015,177.56,0.15976,1.0496,#N/A,#N/A,#N/A,#N/A,274,44.84
16/03/2015,179.78,0.15969,1.0568,#N/A,#N/A,#N/A,#N/A,269.5,43.88
17/03/2015,178.5,0.16,1.0597,#N/A,#N/A,#N/A,#N/A,273.1,43.806
18/03/2015,180.73,0.16052,1.0864,#N/A,#N/A,#N/A,#N/A,278.7,45.456
19/03/2015,179.66,0.16144,1.066,#N/A,#N/A,#N/A,#N/A,280.2,44.902
20/03/2015,180.96,0.16117,1.0821,#N/A,#N/A,#N/A,#N/A,280.8,46.4
23/03/2015,180.85,0.1609,1.0946,#N/A,#N/A,#N/A,#N/A,275.8,47.45
24/03/2015,179.83,0.16111,1.0924,#N/A,#N/A,#N/A,#N/A,285.8,47.51
25/03/2015,176.92,0.16092,1.097,#N/A,#N/A,#N/A,#N/A,287.6,49.21
26/03/2015,176.48,0.16105,1.0884,#N/A,#N/A,#N/A,#N/A,286,51.43
27/03/2015,176.81,0.16086,1.0889,#N/A,#N/A,#N/A,#N/A,282.6,48.87
30/03/2015,179.39,0.1611,1.0833,#N/A,#N/A,#N/A,#N/A,279.3,48.68
31/03/2015,177.58,0.16129,1.0731,#N/A,#N/A,#N/A,#N/A,278.2,47.6
01/04/2015,176.74,0.16141,1.0763,#N/A,#N/A,#N/A,#N/A,273,50.09
02/04/2015,177.33,0.16128,1.088,#N/A,#N/A,#N/A,#N/A,276.6,49.14
03/04/2015,177.33,0.16269,1.0969,#N/A,#N/A,#N/A,#N/A,276.6,49.14
06/04/2015,178.59,0.16296,1.0922,#N/A,#N/A,#N/A,#N/A,271.7,52.14
07/04/2015,178.42,0.16139,1.0814,#N/A,#N/A,#N/A,#N/A,268.9,53.98
08/04/2015,178.75,0.16122,1.0781,#N/A,#N/A,#N/A,#N/A,268.4,50.42
09/04/2015,179.4,0.16124,1.0659,#N/A,#N/A,#N/A,#N/A,269.9,50.79
10/04/2015,180.37,0.16106,1.0604,#N/A,#N/A,#N/A,#N/A,266.8,51.64
13/04/2015,179.64,0.16084,1.0567,#N/A,#N/A,#N/A,#N/A,259.6,51.91
14/04/2015,180.18,0.16099,1.0655,#N/A,#N/A,#N/A,#N/A,250.6,53.29
15/04/2015,180.88,0.16118,1.0684,#N/A,#N/A,#N/A,#N/A,259.7,56.39
16/04/2015,180.91,0.16131,1.0761,#N/A,#N/A,#N/A,#N/A,255.3,56.99
17/04/2015,177.94,0.16138,1.0806,#N/A,#N/A,#N/A,#N/A,248,56.372
20/04/2015,180.03,0.16131,1.0738,#N/A,#N/A,#N/A,#N/A,248.4,57.28
21/04/2015,179.26,0.16126,1.0736,#N/A,#N/A,#N/A,#N/A,242.9,56.34
22/04/2015,180.06,0.16143,1.0725,#N/A,#N/A,#N/A,#N/A,252.9,56.16
23/04/2015,180.37,0.16134,1.0824,#N/A,#N/A,#N/A,#N/A,252.7,57.74
24/04/2015,180.54,0.16146,1.0873,#N/A,#N/A,#N/A,#N/A,258.5,57.15
27/04/2015,180.17,0.16085,1.0891,#N/A,#N/A,#N/A,#N/A,256.2,56.99
28/04/2015,180.84,0.1612,1.0981,#N/A,#N/A,#N/A,#N/A,247.7,57.06
29/04/2015,180.07,0.16138,1.1128,#N/A,#N/A,#N/A,#N/A,248.6,58.58
30/04/2015,178.18,0.16127,1.1224,#N/A,#N/A,#N/A,#N/A,253.8,59.63
01/05/2015,179.9,0.16094,1.1199,#N/A,#N/A,#N/A,#N/A,258.8,59.15
04/05/2015,180.44,0.16105,1.1146,0.461538462,#N/A,#N/A,#N/A,251.1,58.93
05/05/2015,179.01,0.16109,1.1185,0.604395604,#N/A,#N/A,#N/A,248,60.4
06/05/2015,178.39,0.16126,1.1347,0.604395604,#N/A,#N/A,#N/A,250.1,60.93
07/05/2015,179.28,0.16114,1.1267,0.43956044,#N/A,#N/A,#N/A,245,58.94
08/05/2015,181.85,0.16113,1.1199,0.538461538,#N/A,#N/A,#N/A,243,59.39
11/05/2015,181.08,0.16107,1.1155,0.549450549,#N/A,#N/A,#N/A,246,59.25
12/05/2015,180.72,0.16106,1.1213,0.548901099,#N/A,#N/A,#N/A,243,60.75
13/05/2015,180.75,0.16124,1.1354,0.538461538,#N/A,#N/A,#N/A,246.8,60.5
14/05/2015,182.54,0.16125,1.141,0.494505495,#N/A,#N/A,#N/A,256.3,60.072
15/05/2015,182.48,0.16115,1.1451,0.417582418,#N/A,#N/A,#N/A,252.2,60.03
18/05/2015,182.68,0.16117,1.1315,0.298351648,#N/A,#N/A,#N/A,257.7,59.916
19/05/2015,182.93,0.16113,1.115,0.318681319,#N/A,#N/A,#N/A,262.5,57.844
20/05/2015,182.71,0.16125,1.1094,0.346153846,#N/A,#N/A,#N/A,272,58.98
21/05/2015,182.79,0.16135,1.1112,0.351648352,#N/A,#N/A,#N/A,269.6,60.72
22/05/2015,182.26,0.16136,1.1013,0.350549451,#N/A,#N/A,#N/A,273.8,59.72
25/05/2015,182.26,0.16124,1.0978,0.350549451,#N/A,#N/A,#N/A,273.8,59.72
26/05/2015,180.37,0.16118,1.0873,0.351648352,#N/A,#N/A,#N/A,276.2,58.03
27/05/2015,181.52,0.16131,1.0904,0.335714286,#N/A,#N/A,#N/A,274.4,57.51
28/05/2015,181.29,0.16119,1.0949,0.362637363,#N/A,#N/A,#N/A,272.5,57.68
29/05/2015,180.11,0.16133,1.0986,0.362637363,#N/A,#N/A,#N/A,274.1,60.3
01/06/2015,180.4,0.16127,1.0927,0.336813187,#N/A,#N/A,#N/A,266.2,60.2
02/06/2015,180.15,0.16135,1.1151,0.32032967,#N/A,#N/A,#N/A,265.4,61.26
03/06/2015,180.88,0.16133,1.1275,0.318681319,#N/A,#N/A,#N/A,275.4,59.64
04/06/2015,179.21,0.16125,1.1238,0.320879121,#N/A,#N/A,#N/A,283.5,58
05/06/2015,178.5,0.16125,1.1114,0.320879121,#N/A,#N/A,#N/A,291.2,59.13
08/06/2015,177.81,0.16116,1.1291,0.321428571,#N/A,#N/A,#N/A,293.1,58.14
09/06/2015,177.71,0.16117,1.1283,0.318681319,#N/A,#N/A,#N/A,289.3,60.14
10/06/2015,180.06,0.16112,1.1324,0.321428571,#N/A,#N/A,#N/A,296.7,61.43
11/06/2015,180.64,0.16108,1.1258,0.32032967,#N/A,#N/A,#N/A,291.3,60.77
12/06/2015,179.13,0.16111,1.1266,0.318021978,#N/A,#N/A,#N/A,296.1,59.96
15/06/2015,178.1,0.16107,1.1283,0.318681319,#N/A,#N/A,#N/A,296.4,59.52
16/06/2015,179.21,0.16105,1.1248,0.318681319,#N/A,#N/A,#N/A,293.1,59.97
17/06/2015,179.48,0.16104,1.1337,0.318681319,#N/A,#N/A,#N/A,298.7,60.002
18/06/2015,181.33,0.16106,1.1359,0.318681319,#N/A,#N/A,#N/A,301.8,60.598
19/06/2015,179.76,0.16103,1.1352,0.314505495,#N/A,#N/A,#N/A,301,59.826
22/06/2015,180.92,0.16102,1.1341,0.313736264,#N/A,#N/A,#N/A,294.9,60.24
23/06/2015,181.12,0.16109,1.1167,0.307692308,#N/A,#N/A,#N/A,289.7,61.01
24/06/2015,179.41,0.16114,1.1205,0.313186813,#N/A,#N/A,#N/A,290.2,60.27
25/06/2015,178.65,0.16106,1.1205,0.313186813,#N/A,#N/A,#N/A,292.8,59.7
26/06/2015,179.13,0.16105,1.1167,0.318681319,#N/A,#N/A,#N/A,291.1,59.63
29/06/2015,175.64,0.16107,1.1236,0.31967033,#N/A,#N/A,#N/A,290.2,58.33
30/06/2015,175.82,0.16108,1.1147,0.330989011,#N/A,#N/A,#N/A,285.3,59.47
01/07/2015,177.4,0.16128,1.1053,0.333516484,#N/A,#N/A,#N/A,284.7,56.96
02/07/2015,177.05,0.1612,1.1084,0.333516484,#N/A,#N/A,#N/A,285.7,56.93
03/07/2015,177.05,0.16117,1.1114,0.333516484,#N/A,#N/A,#N/A,285.7,56.93
06/07/2015,176.68,0.16107,1.1056,0.335164835,#N/A,#N/A,#N/A,284.9,52.53
07/07/2015,177.63,0.1613,1.1011,0.335164835,#N/A,#N/A,#N/A,282.3,52.33
08/07/2015,175,0.16106,1.1077,0.336263736,#N/A,#N/A,#N/A,283.2,51.65
09/07/2015,175.26,0.16098,1.1036,0.334615385,#N/A,#N/A,#N/A,289.5,52.78
10/07/2015,177.41,0.16099,1.1162,0.336263736,#N/A,#N/A,#N/A,293.2,52.74
13/07/2015,179.6,0.1611,1.1002,0.333296703,#N/A,#N/A,#N/A,293.5,52.2
14/07/2015,180.33,0.16105,1.1009,0.335164835,#N/A,#N/A,#N/A,287,53.04
15/07/2015,180.34,0.16106,1.095,0.335164835,#N/A,#N/A,#N/A,284.4,51.41
16/07/2015,181.07,0.16099,1.0875,0.335164835,#N/A,#N/A,#N/A,280.5,50.976
17/07/2015,180.54,0.161,1.083,0.334615385,#N/A,#N/A,#N/A,278.2,51.018
20/07/2015,180.69,0.161,1.0825,0.330879121,#N/A,#N/A,#N/A,272.6,50.324
21/07/2015,178.97,0.161,1.0935,0.334065934,#N/A,#N/A,#N/A,266.5,50.76
22/07/2015,178.3,0.16108,1.0929,0.335164835,#N/A,#N/A,#N/A,265.1,49.19
23/07/2015,177.16,0.16094,1.0984,0.335164835,#N/A,#N/A,#N/A,269.4,48.45
24/07/2015,175.52,0.16107,1.0984,0.335714286,#N/A,#N/A,#N/A,266.7,48.14
27/07/2015,174.23,0.16106,1.1088,0.335164835,#N/A,#N/A,#N/A,257.7,47.39
28/07/2015,176.11,0.16106,1.106,0.335714286,#N/A,#N/A,#N/A,256.1,47.98
29/07/2015,177.26,0.1613,1.0984,0.334615385,#N/A,#N/A,#N/A,251.6,48.79
30/07/2015,177.22,0.16104,1.0932,0.335164835,#N/A,#N/A,#N/A,251.8,48.52
31/07/2015,176.68,0.16109,1.0984,0.331318681,#N/A,#N/A,#N/A,252.1,47.12
03/08/2015,175.75,0.16105,1.095,0.330769231,#N/A,#N/A,#N/A,260.3,45.17
04/08/2015,175.32,0.16097,1.0881,0.32967033,#N/A,#N/A,#N/A,258.7,45.74
05/08/2015,175.36,0.161,1.0906,0.323186813,#N/A,#N/A,#N/A,261.3,45.15
06/08/2015,174.22,0.16103,1.0925,0.332967033,#N/A,#N/A,#N/A,260.8,44.66
07/08/2015,173.84,0.16106,1.0967,0.328681319,#N/A,#N/A,#N/A,259,43.87
10/08/2015,176.19,0.16102,1.1019,0.328681319,#N/A,#N/A,#N/A,259.1,44.96
11/08/2015,174.11,0.15809,1.1042,0.334615385,#N/A,#N/A,#N/A,250.1,43.08
12/08/2015,174.21,0.15659,1.1159,0.324285714,#N/A,#N/A,#N/A,253.2,43.3
13/08/2015,174.31,0.15626,1.115,0.334065934,#N/A,#N/A,#N/A,255.9,42.23
14/08/2015,174.9,0.15648,1.1109,0.32967033,#N/A,#N/A,#N/A,252.7,42.5
17/08/2015,175.7,0.15635,1.1078,0.324175824,#N/A,#N/A,#N/A,251.1,41.978
18/08/2015,175.33,0.1564,1.1024,0.323076923,#N/A,#N/A,#N/A,250.6,42.82
19/08/2015,173.74,0.15631,1.112,0.323076923,#N/A,#N/A,#N/A,256.1,41.082
20/08/2015,170.22,0.15654,1.1242,0.318681319,#N/A,#N/A,#N/A,255.4,41.284
21/08/2015,164.41,0.15657,1.1386,0.296703297,#N/A,#N/A,#N/A,245.4,40.45
24/08/2015,158.38,0.15615,1.1619,0.263736264,#N/A,#N/A,#N/A,226.5,38.24
25/08/2015,156.49,0.15595,1.1517,0.263736264,#N/A,#N/A,#N/A,224.6,39.31
26/08/2015,162.66,0.15597,1.1314,0.254065934,#N/A,#N/A,#N/A,222.7,38.6
27/08/2015,166.45,0.15616,1.1246,0.260879121,#N/A,#N/A,#N/A,229.5,42.56
28/08/2015,166.33,0.15656,1.1185,0.274615385,#N/A,#N/A,#N/A,224.6,45.22
31/08/2015,165.18,0.15684,1.1211,0.285714286,#N/A,#N/A,#N/A,222.6,49.2
01/09/2015,160.46,0.15713,1.1315,0.285714286,#N/A,#N/A,#N/A,223.7,45.41
02/09/2015,163.46,0.15734,1.1227,0.302197802,#N/A,#N/A,#N/A,223.6,46.25
03/09/2015,163.67,0.15733,1.1123,0.315934066,#N/A,#N/A,#N/A,225.9,46.75
04/09/2015,160.97,0.15698,1.1149,0.318131868,#N/A,#N/A,#N/A,228.4,46.05
07/09/2015,160.97,0.15702,1.117,0.318131868,#N/A,#N/A,#N/A,228.4,46.05
08/09/2015,164.91,0.15705,1.1203,0.328571429,#N/A,#N/A,#N/A,228.5,45.94
09/09/2015,162.52,0.1568,1.1207,0.324175824,#N/A,#N/A,#N/A,232.2,44.15
10/09/2015,163.39,0.15656,1.128,0.328571429,#N/A,#N/A,#N/A,242.1,45.92
11/09/2015,164.39,0.15688,1.1338,0.32967033,#N/A,#N/A,#N/A,248.2,44.63
14/09/2015,163.77,0.15702,1.1317,0.324175824,#N/A,#N/A,#N/A,248.2,44
15/09/2015,166.11,0.15701,1.1269,0.32956044,#N/A,#N/A,#N/A,239.3,44.59
16/09/2015,167.51,0.15695,1.129,0.318681319,#N/A,#N/A,#N/A,242.5,47.15
17/09/2015,166.81,0.15709,1.1435,0.313186813,#N/A,#N/A,#N/A,234.3,46.96
18/09/2015,163.54,0.15714,1.1298,0.324175824,#N/A,#N/A,#N/A,231.8,44.816
21/09/2015,164.9,0.15696,1.119,0.318681319,#N/A,#N/A,#N/A,228.7,46.848
22/09/2015,163,0.15689,1.112,0.324175824,#N/A,#N/A,#N/A,224.2,46.254
23/09/2015,162.59,0.15665,1.1186,0.318681319,#N/A,#N/A,#N/A,217.3,44.48
24/09/2015,161.87,0.15673,1.123,0.313186813,#N/A,#N/A,#N/A,216.9,44.91
25/09/2015,162.88,0.15685,1.1195,0.307692308,#N/A,#N/A,#N/A,216.6,45.7
28/09/2015,159.79,0.15709,1.1244,0.318681319,#N/A,#N/A,#N/A,216.2,44.43
29/09/2015,160.23,0.15718,1.1249,0.321428571,#N/A,#N/A,#N/A,220.4,45.23
30/09/2015,162.62,0.15732,1.1177,0.307802198,#N/A,#N/A,#N/A,229.2,45.09
01/10/2015,162.49,0.15733,1.1195,0.304505495,#N/A,#N/A,#N/A,224.6,44.74
02/10/2015,164.58,0.15729,1.1216,0.301098901,#N/A,#N/A,#N/A,221.4,45.54
05/10/2015,167.58,0.15737,1.1188,0.313186813,#N/A,#N/A,#N/A,224.3,46.26
06/10/2015,167.69,0.15728,1.1272,0.307692308,#N/A,#N/A,#N/A,232.2,48.53
07/10/2015,168.95,0.15732,1.1237,0.307802198,#N/A,#N/A,#N/A,235.4,47.81
08/10/2015,170.37,0.15741,1.1276,0.296703297,#N/A,#N/A,#N/A,237.5,49.43
09/10/2015,170.76,0.15761,1.1358,0.296703297,#N/A,#N/A,#N/A,244.4,49.63
12/10/2015,171.17,0.15816,1.1358,0.296703297,#N/A,#N/A,#N/A,254.4,47.1
13/10/2015,170.64,0.15766,1.1379,0.296703297,#N/A,#N/A,#N/A,258.6,46.66
14/10/2015,169.07,0.15755,1.1474,0.291208791,#N/A,#N/A,#N/A,257,46.64
15/10/2015,171.32,0.15757,1.1386,0.294505495,#N/A,#N/A,#N/A,261.7,46.478
16/10/2015,171.88,0.15741,1.1348,0.318571429,#N/A,#N/A,#N/A,258.1,47.444
19/10/2015,172.12,0.15726,1.1327,0.301648352,#N/A,#N/A,#N/A,263.1,46.124
20/10/2015,172.01,0.15753,1.1346,0.307692308,#N/A,#N/A,#N/A,260,46.142
21/10/2015,171.48,0.15748,1.1339,0.299450549,#N/A,#N/A,#N/A,258.8,45.2
22/10/2015,174.8,0.15733,1.1109,0.299450549,#N/A,#N/A,#N/A,259.2,45.38
23/10/2015,176.37,0.15739,1.1018,0.307692308,#N/A,#N/A,#N/A,262.5,44.6
26/10/2015,176.02,0.15735,1.1058,0.311208791,#N/A,#N/A,#N/A,257.1,43.98
27/10/2015,175.67,0.1574,1.1051,0.309340659,#N/A,#N/A,#N/A,255,43.2
28/10/2015,177.68,0.1572,1.0923,0.317032967,#N/A,#N/A,#N/A,256.7,45.94
29/10/2015,177.38,0.15737,1.0977,0.351648352,#N/A,#N/A,#N/A,254.8,46.06
30/10/2015,176.49,0.15833,1.1006,0.372527473,#N/A,#N/A,#N/A,251.5,46.59
02/11/2015,178.12,0.15785,1.1016,0.428571429,#N/A,#N/A,#N/A,246.1,46.14
03/11/2015,179.07,0.15779,1.0964,0.461538462,#N/A,#N/A,#N/A,244.5,47.9
04/11/2015,178.65,0.15784,1.0866,0.593406593,#N/A,#N/A,#N/A,241,46.32
05/11/2015,178.64,0.1576,1.0884,0.56043956,#N/A,#N/A,#N/A,246.6,45.2
06/11/2015,179.14,0.15746,1.0741,0.502747253,#N/A,#N/A,#N/A,246.7,44.29
09/11/2015,177.42,0.15715,1.0752,0.461538462,#N/A,#N/A,#N/A,245.3,43.87
10/11/2015,177.78,0.15717,1.0724,0.461538462,#N/A,#N/A,#N/A,249,44.21
11/11/2015,177.21,0.15701,1.0743,0.42967033,#N/A,#N/A,#N/A,252.2,42.93
12/11/2015,174.67,0.15701,1.0814,0.494505495,#N/A,#N/A,#N/A,248.6,41.75
13/11/2015,172.61,0.15689,1.0773,0.504394231,#N/A,#N/A,#N/A,243.1,40.74
16/11/2015,175.02,0.15695,1.0686,0.491758242,#N/A,#N/A,#N/A,242.1,41.74
17/11/2015,175.16,0.15675,1.0642,0.461538462,#N/A,#N/A,#N/A,239.2,40.878
18/11/2015,177.73,0.15662,1.066,0.480769231,#N/A,#N/A,#N/A,238.7,41.23
19/11/2015,177.66,0.15669,1.0734,0.494505495,#N/A,#N/A,#N/A,243.3,41.248
20/11/2015,178.06,0.15653,1.0646,0.467032967,#N/A,#N/A,#N/A,252.4,41.598
23/11/2015,177.74,0.15659,1.0636,0.450549451,#N/A,#N/A,#N/A,249.7,41.75
24/11/2015,177.98,0.15652,1.0643,0.423626374,#N/A,#N/A,#N/A,248.6,42.87
25/11/2015,177.93,0.15656,1.0624,0.461318681,#N/A,#N/A,#N/A,250,43.04
26/11/2015,177.93,0.15651,1.061,0.461318681,#N/A,#N/A,#N/A,250,43.04
27/11/2015,177.9,0.15634,1.0593,0.516483516,#N/A,#N/A,#N/A,247.4,41.71
30/11/2015,177.23,0.15632,1.0565,0.494505495,#N/A,#N/A,#N/A,245.8,41.65
01/12/2015,178.81,0.15637,1.0633,0.519230769,#N/A,#N/A,#N/A,241.7,41.85
02/12/2015,177.29,0.15632,1.0615,0.510989011,#N/A,#N/A,#N/A,240.8,39.94
03/12/2015,174.83,0.15657,1.094,0.495604396,#N/A,#N/A,#N/A,244.9,41.08
04/12/2015,178.42,0.15623,1.0881,0.505494505,#N/A,#N/A,#N/A,252.1,39.97
07/12/2015,177.34,0.15603,1.0837,0.58021978,#N/A,#N/A,#N/A,262.1,37.65
08/12/2015,175.7708125,0.15583,1.0892,0.607692308,#N/A,#N/A,#N/A,267.4,37.51
09/12/2015,174.99,0.15554,1.1025,0.607142857,#N/A,#N/A,#N/A,264.8,37.16
10/12/2015,175.88,0.1553,1.0941,0.637362637,#N/A,#N/A,#N/A,263.7,36.76
11/12/2015,172.73,0.1549,1.0986,0.692307692,#N/A,#N/A,#N/A,260.8,35.62
14/12/2015,173.9,0.15487,1.0992,0.675824176,#N/A,#N/A,#N/A,257.4,36.31
15/12/2015,175.46,0.15455,1.0931,0.714285714,#N/A,#N/A,#N/A,255.9,37.35
16/12/2015,177.64,0.15444,1.0912,0.694065934,#N/A,#N/A,#N/A,260,35.766
17/12/2015,175.1,0.15419,1.0826,0.681318681,#N/A,#N/A,#N/A,260.9,35.478
18/12/2015,171,0.15426,1.0868,0.681318681,#N/A,#N/A,#N/A,266.4,35.528
21/12/2015,172.25,0.15431,1.0915,0.658791209,#N/A,#N/A,#N/A,268.1,35.596
22/12/2015,174.01,0.15441,1.0957,0.652747253,#N/A,#N/A,#N/A,268.8,36.14
23/12/2015,175.81,0.15435,1.0912,0.659340659,#N/A,#N/A,#N/A,266.9,37.5
24/12/2015,175.22,0.15433,1.0963,0.690989011,#N/A,#N/A,#N/A,265.5,38.1
25/12/2015,175.22,0.15473,1.096,0.690989011,#N/A,#N/A,#N/A,265.5,38.1
28/12/2015,174.98,0.15412,1.0968,0.648351648,#N/A,#N/A,#N/A,259.5,36.81
29/12/2015,176.98,0.15421,1.092,0.678571429,#N/A,#N/A,#N/A,254.7,37.87
30/12/2015,175.8,0.15408,1.0933,0.692307692,#N/A,#N/A,#N/A,255.4,36.6
31/12/2015,173.99,0.154,1.0862,0.692307692,#N/A,#N/A,#N/A,256.1,37.04
01/01/2016,173.99,0.15401,1.0856,0.692307692,#N/A,#N/A,#N/A,256.1,37.04
04/01/2016,171.29,0.15296,1.0831,0.703296703,#N/A,#N/A,#N/A,253,36.76
05/01/2016,171.39,0.15323,1.0748,0.711538462,#N/A,#N/A,#N/A,255.9,35.97
06/01/2016,168.94,0.15246,1.0781,0.714285714,#N/A,#N/A,#N/A,254.3,33.97
07/01/2016,164.96,0.15166,1.0932,0.711538462,#N/A,#N/A,#N/A,246.1,33.27
08/01/2016,163.24,0.15167,1.0922,0.714175824,#N/A,#N/A,#N/A,247.1,33.16
11/01/2016,163.83,0.15228,1.0859,0.695054945,#N/A,#N/A,#N/A,245,31.41
12/01/2016,164.95,0.15217,1.0858,0.618791209,#N/A,#N/A,#N/A,245,30.44
13/01/2016,161.35,0.15205,1.0877,0.613186813,#N/A,#N/A,#N/A,247.6,30.48
14/01/2016,163.59,0.15172,1.0865,0.647142857,#N/A,#N/A,#N/A,248.6,31.382
15/01/2016,159.68,0.15189,1.0916,0.510989011,#N/A,#N/A,#N/A,245.8,29.808
18/01/2016,159.68,0.15202,1.0892,0.510989011,#N/A,#N/A,#N/A,245.8,29.808
19/01/2016,160.02,0.15194,1.0908,0.461098901,#N/A,#N/A,#N/A,248.4,29.126
20/01/2016,157.61,0.15188,1.089,0.53956044,#N/A,#N/A,#N/A,238.4,27.99
21/01/2016,158.6,0.15195,1.0874,0.565934066,#N/A,#N/A,#N/A,239.3,29.53
22/01/2016,160.79,0.15201,1.0796,0.532967033,#N/A,#N/A,#N/A,234.4,32.19
25/01/2016,158.7,0.15194,1.0849,0.532967033,#N/A,#N/A,#N/A,233.3,30.34
26/01/2016,161.54,0.15198,1.087,0.510989011,#N/A,#N/A,#N/A,236.2,31.45
27/01/2016,159.3,0.15202,1.0893,0.497252747,#N/A,#N/A,#N/A,242.7,32.3
28/01/2016,160.51,0.15208,1.094,0.482417582,#N/A,#N/A,#N/A,241.6,33.22
29/01/2016,164.37,0.15209,1.0831,0.472527473,#N/A,#N/A,#N/A,240.4,33.62
01/02/2016,164.34,0.15201,1.0888,0.472417582,#N/A,#N/A,#N/A,240.9,31.62
02/02/2016,161.41,0.15186,1.0919,0.463296703,#N/A,#N/A,#N/A,248.7,29.88
03/02/2016,163.2,0.15205,1.1105,0.450549451,#N/A,#N/A,#N/A,251.9,32.28
04/02/2016,164.14,0.1523,1.1209,0.482967033,#N/A,#N/A,#N/A,250.4,31.72
05/02/2016,161.94,0.15213,1.1158,0.464395604,#N/A,#N/A,#N/A,252.8,30.89
08/02/2016,160.35,0.15211,1.1193,0.453846154,#N/A,#N/A,#N/A,251.4,29.69
09/02/2016,160.24,0.15211,1.1293,0.46043956,#N/A,#N/A,#N/A,250.7,27.94
10/02/2016,159.39,0.1521,1.1292,0.482967033,#N/A,#N/A,#N/A,248.6,27.45
11/02/2016,156.8,0.15207,1.1323,0.471428571,#N/A,#N/A,#N/A,245.9,26.21
12/02/2016,159.98,0.15213,1.1256,0.472527473,#N/A,#N/A,#N/A,246.5,29.44
15/02/2016,159.98,0.15386,1.1156,0.472527473,#N/A,#N/A,#N/A,246.5,29.44
16/02/2016,162.2,0.15343,1.1144,0.537362637,#N/A,#N/A,#N/A,249.3,29.04
17/02/2016,164.93,0.15328,1.1128,0.571428571,#N/A,#N/A,#N/A,253.3,31.124
18/02/2016,164.52,0.15348,1.1107,0.593406593,#N/A,#N/A,#N/A,263.1,31.634
19/02/2016,163.7,0.15335,1.113,0.578351648,#N/A,#N/A,#N/A,262.6,30.906
22/02/2016,165.94,0.15329,1.103,0.604945055,#N/A,#N/A,#N/A,262,33.008
23/02/2016,164.1508125,0.15322,1.102,0.576703297,#N/A,#N/A,#N/A,259.9,31.87
24/02/2016,164.67,0.15317,1.1013,0.595604396,#N/A,#N/A,#N/A,257,32.15
25/02/2016,166.84,0.15296,1.1018,0.604395604,#N/A,#N/A,#N/A,256.9,33.07
26/02/2016,166.28,0.15285,1.0934,0.615384615,#N/A,#N/A,#N/A,253,32.78
29/02/2016,164.96,0.15258,1.0873,0.615384615,#N/A,#N/A,#N/A,253.2,33.75
01/03/2016,168.52,0.15262,1.0868,0.624175824,#N/A,#N/A,#N/A,252.3,34.4
02/03/2016,168.89,0.15265,1.0868,0.631868132,#N/A,#N/A,#N/A,254.6,34.66
03/03/2016,169.35,0.15307,1.0957,0.59010989,#N/A,#N/A,#N/A,264.6,34.57
04/03/2016,170.02,0.15378,1.1005,0.571428571,#N/A,#N/A,#N/A,274.6,35.92
07/03/2016,170.62,0.15353,1.1014,0.588461538,#N/A,#N/A,#N/A,281.6,37.9
08/03/2016,169.62,0.15376,1.1011,0.593406593,#N/A,#N/A,#N/A,282.8,36.5
09/03/2016,170.02,0.15354,1.0999,0.593406593,#N/A,#N/A,#N/A,279.6,38.29
10/03/2016,170.0591875,0.15364,1.1177,0.614835165,#N/A,#N/A,#N/A,281.6,37.84
11/03/2016,172.2308125,0.15397,1.1156,0.604395604,#N/A,#N/A,#N/A,291.6,38.5
14/03/2016,172.4108125,0.15385,1.1103,0.571978022,#N/A,#N/A,#N/A,286.5,37.18
15/03/2016,172.64,0.15352,1.1109,0.585164835,#N/A,#N/A,#N/A,286.3,36.34
16/03/2016,173.47,0.15333,1.1224,0.593406593,#N/A,#N/A,#N/A,300.3,38.768
17/03/2016,174.94,0.15444,1.1318,0.593956044,#N/A,#N/A,#N/A,300.3,40.784
18/03/2016,175.69,0.15452,1.127,0.582417582,#N/A,#N/A,#N/A,297.1,40.46
