,Annual.Hash.Growth,Block.Height,Block.Interval,Block.Size,Daily.Transactions,Difficulty,Fee.Percentage,Fee.Rate,Two.Week.Hash.Growth,Hash.Rate,Inflation.Rate,Price.Volatility,Bitcoin.Core..BTC..Price,Quarterly.Hash.Growth,Total.Transactions,Transaction.Size,Avg..UTXO.Amount,Velocity...Daily,Velocity...Quarterly,Velocity.of.Money,DIA.US.Index,CNYUSD.Curncy,EURUSD.Curncy,GDX.US.Equity,SHCOMP.Index,TWSE.Index,ADS_Index,Google.trends,Lumber.prices,WTI.Oil,Sentiment.Score,label,std_BTC_returns
23/05/2016,0.097438028,0.000445749,-0.230769231,-0.310386417,-0.002324333,0,-0.177002109,-0.093023256,-1.321731194,0.045731707,0.000433221,0.00220479,-0.006558563,0.304468327,0.001423096,-0.363705391,0,-0.006959299,-0.010006277,0.000305473,0.000114443,-0.001243781,-0.000356379,-0.011226611,0.006427928,0.026217339,-0.082986676,0.107142857,-0.029938171,-0.004101247,0.0001,0.780840941,1.402614047
24/05/2016,0.053884113,0.000435865,0.019148936,0.087390609,0.232861824,0,-0.096941536,0.230769231,3.16655869,0.037900875,0.00045984,-0.000890934,0.007808409,0.10397045,0.001751988,-0.3150358,-0.001255335,0.428009542,-0.006729396,0.00119161,0.011900675,-0.000393262,-0.007040998,-0.05508831,-0.007729165,-0.005246607,-0.035389951,-0.032258065,0.009728279,0.011231281,0.0001,0.555681048,1.513443552
25/05/2016,-0.006732004,0.000355801,0.221294363,0.261532937,0.05312129,0.026032792,-0.096388616,0,0.09217689,0.009201321,-0.000199928,-0.042687681,0.00555681,0.1234651,0.001841829,0.045296167,-0.001759678,0.144709756,-0.003910504,0.001311255,0.008028949,0.000458986,0.00125662,0.024922118,-0.002331956,0.011509928,-0.039543764,0.066666667,0.006312292,0.019333608,0.0001,0.792973313,0.546537453
26/05/2016,-0.004503596,0.000333899,0.061538462,0.059253997,0.034619656,0,-0.225995517,0.041666667,0.269231301,-0.010583606,-0.000242229,0.005521486,0.007929733,-0.065671607,0.001902089,-0.04,-0.001259129,0.340048373,0.000463132,0.002094632,-0.001121831,-0.000589855,0.00349619,-0.00347373,0.002613419,-0.000247731,-0.044161229,-0.15625,0.01848795,-0.001614205,0.0001,0.771133745,0.603612575
27/05/2016,0.054466341,0.000326531,0.033816425,-0.048863392,-0.111282454,0,-0.147710063,0,0.476609174,0.017361459,-0.000178365,-0.007056679,0.007711337,0.093334827,0.001687211,-0.036458333,-0.00075643,0.099167216,0.001184209,0.00232529,0.002358491,-0.000786937,-0.007057352,-0.0291939,-0.000494961,0.008278414,-0.049341291,0.37037037,0.002593193,-0.003031528,0.3685,3.945593277,0.625358813
28/05/2016,-0.028636794,0.000336096,-0.042056075,0.135287667,-0.026992189,0,0.117329667,0.08,-0.138825299,-0.005881704,-0.00054241,0.037686929,0.039455933,-0.010562699,0.001638904,0.423423423,0.002018673,0.126737256,0.005371025,0.002915502,0,0,0,0,0,0,0,0.135135135,0,0,0.0001,9.329985744,1.443563491
29/05/2016,-0.036558346,0.00032148,0.061788618,-0.116001282,-0.129130576,0,-0.177636543,-0.148148148,-0.182670997,-0.004206994,-0.000294051,0.639354026,0.093299857,-0.040520709,0.001424936,0.115189873,0.000251826,-0.133281231,-0.017545736,0.002267948,0,0,0,0,0,0,0,0.047619048,0,0,0.0001,2.876381753,3.766467505
30/05/2016,-0.038051204,0.000355206,-0.113323124,-0.161632308,-0.004675233,0,0.220764372,0.065217391,-0.351217856,-0.030886879,-0.000277624,0.017459132,0.028763818,-0.147661976,0.001416256,-0.131668558,-0.001258812,-0.189296916,-0.024570533,0.001760487,0,-0.003412745,0.002069276,0,0.000498042,0.008537728,-0.176414929,0.045454545,0,0,0.0001,0.707502554,3.512177185
31/05/2016,-0.024688221,0.000347834,0.013816926,0.25347868,0.101564128,0,0.548310631,-0.102040816,-0.503244582,-0.03098556,-1.45E-05,-0.007081836,0.007075026,-0.162627944,0.00155789,0.164705882,0.000504159,-0.277923753,-0.031846743,0.000919061,-0.004761905,0.000460981,-0.000538696,0.013464991,0.033362847,-3.28E-05,-0.081026424,-0.086956522,-0.019075331,-0.004662477,0.0001,-0.437673755,3.529076677
01/06/2016,-0.029874608,0.000306663,0.146507666,-0.001904825,0.062913859,0,-0.228250723,0.090909091,-1.061089458,-0.02034588,-0.000680326,0.003988664,-0.004376738,-0.303201435,0.001653328,-0.308641975,-0.000755858,0.226220774,-0.011608404,0.000825154,0.000450324,0.00111901,0.005030543,0.006200177,-0.001065619,0.007213327,-0.093614166,-0.023809524,-0.022742254,-0.001832994,0.0001,0.77354112,3.79628094
02/06/2016,0.006290226,0.000345192,-0.104011887,-0.059536442,0.050030122,0,0.153501132,-0.020833333,15.66629413,0.005192108,-0.000231406,-0.016771628,0.007735411,0.179697158,0.001733178,-0.053571429,-0.001512859,-0.096151279,-0.004933491,0.000688095,0.003094582,-0.001512262,-0.003307115,0.002200704,0.004023329,-0.004785301,-0.099817721,-0.073170732,0.001011804,0.00326464,0.0001,0.498006103,3.921147208
03/06/2016,-0.003301744,0.000333008,0.029850746,0.012549341,0.017942365,0,0.054206987,0.085106383,-1.405063833,0.003099174,-0.000302758,3.10E-05,0.004980061,-0.043756517,0.001761223,0.109777015,-0.001515152,0.010930723,-0.018993759,0.00072479,-0.001234014,0.00507046,0.01937046,0.112428634,0.004598613,0.003662918,-0.107074266,0.078947368,0.016846361,-0.011185682,0.0001,4.627507964,1.21539596
04/06/2016,0.030984481,0.000342546,-0.025764895,-0.020190547,-0.020999325,0,0.128232879,-0.098039216,0.973975685,0.003089598,-0.000169513,0.059007133,0.04627508,0.030133427,0.001721207,0.086553323,-0.001264542,-0.197268972,-0.067696572,0.000444154,0,0,0,0,0,0,0,0.024390244,0,0,0.0001,2.348521268,1.958398462
05/06/2016,-0.067709703,0.000286965,0.201652893,0.011358317,-0.146406141,0,0.097964395,0.02173913,-0.919419329,-0.014373716,-0.001383213,0.007415316,0.023485213,-0.146114527,0.001466687,-0.165007112,-0.002025829,-0.21323802,-0.002319591,-0.000122204,0,0,0,0,0,0,0,-0.023809524,0,0,0.0001,-0.022615775,1.985472256
06/06/2016,0.030860142,0.000409832,-0.299862448,-0.264839951,-0.030723716,0,-0.228516365,-0.085106383,-20.65892533,0.023958333,0.000120086,-0.004524263,-0.000226158,0.199388628,0.001419543,0.078364566,-0.001014971,0.236591819,-0.00492614,0.00046567,0.006290015,-0.000917251,-0.001055688,0.004737465,-0.001559883,0.00113539,-0.335834853,0.024390244,0.014247846,0.022007404,-0.5267,1.461657589,1.887211825
07/06/2016,0.002836141,0.000409664,-0.001964637,0.170323239,0.17378584,0,0.110635091,0,0.54525974,0.026449644,-3.93E-05,0.000823285,0.014616576,0.109679413,0.001663878,0.030015798,-0.001016002,0.071222648,-0.001394151,0.000726788,0.001116196,-0.001770608,0.000264201,-0.013359528,0.000663577,0.00962998,-0.15944947,-0.023809524,-0.023521725,0.013483598,0.0001,-1.435455933,1.832058795
08/06/2016,0.015894035,0.000337232,0.218503937,0.143750499,0.066453792,0,-0.085894009,0.093023256,-0.115418499,0.012884044,-0.000463743,0.015969567,-0.014354559,0.03951544,0.001771501,-0.173312883,-0.002542588,0.120042234,0.000504146,0.000803522,0.003790835,0.001379582,0.003257616,0.032656312,-0.00302652,0.004099126,-0.184780897,-0.073170732,-0.020742723,0.017275616,0.0001,0.753410356,2.312134555
09/06/2016,-0.034804965,0.000346751,-0.067851373,-0.017980148,-0.027187393,-0.01631111,0.062260607,-0.063829787,-0.336012512,-0.001319513,-0.000750825,-0.0002888,0.007534104,-0.086577615,0.001720291,0.187384045,-0.000509814,-0.111769501,-0.002383798,0.00044467,-0.000999667,-0.000524831,-0.006932865,0.015426147,0,0,-0.220713441,0,0.034164674,-0.013078274,0.0001,-0.670063034,1.444975747
10/06/2016,0.039538111,0.000397181,-0.100519931,-0.11182425,-0.001186111,0,-0.031147212,0,-0.34616047,0.023817105,0.000308847,-0.015832967,-0.00670063,0.110508928,0.0017153,0.0015625,-0.002295333,0.057079703,-0.001580045,0.000512378,-0.006504336,-0.001247128,-0.005744079,-0.014052412,0,0,-0.275669404,-0.052631579,0.011232243,-0.029469937,0.0001,0.405097623,1.141554672
11/06/2016,-0.005350002,0.000346493,0.150289017,0.153800353,-0.014518946,0,-0.079040485,0,-0.468604977,-0.000333546,-0.000212396,-0.00202862,0.004050976,0.028329299,0.001687501,0.042121685,-0.001533742,0.097381274,0.001614975,0.000771259,0,0,0,0,0,0,0,0.055555556,0,0,0.0001,4.488311688,1.153767756
12/06/2016,0.068355452,0.000375237,-0.075376884,-0.154552713,-0.059366795,0,0.033073156,-0.022727273,-5.934221887,0.032984257,-0.000333688,0.044533441,0.044883117,0.249000922,0.001584645,0.008982036,-0.001536098,-0.144762639,0.001061963,0.000329844,0,0,0,0,0,0,0,0.421052632,0,0,0.0001,8.862815286,2.284624101
13/06/2016,-0.038575312,0.000351052,0.076086957,0.206853762,0.002356417,0,-0.227342022,0.023255814,0.221934907,-0.024448107,-0.000295444,0.177523884,0.088628153,-0.182886658,0.001585866,0.298219585,-0.001538462,0.491268852,0.002044051,0.001579341,-0.007554138,-0.001511567,0.003644121,-0.00192604,-0.032143112,-0.020568001,-1.064607617,0.203703704,-0.013067625,-0.00387202,0.0001,5.836504795,3.92327676
14/06/2016,-0.006409212,0.000386983,-0.112794613,0.099158224,0.177099465,0,0.291181987,-0.022727273,0.56631503,-0.011043934,5.70E-05,0.044776939,0.058365048,-0.089686617,0.001863767,-0.064,0.001027221,-0.080835158,-0.004034575,0.001056874,-0.003101037,-0.002106233,-0.007527453,-0.021999228,0.003218416,0.0046742,4.775970386,-0.138461538,-0.015557762,-0.007978723,0.0001,-1.88855647,3.929340052
15/06/2016,0.022310045,0.000317155,0.24288425,0.028828749,-0.033310086,0,0.243823597,0.279069767,0.193892132,-0.00975239,4.77E-05,0.022707623,-0.018885565,0.028977559,0.001798333,0,-0.001026167,-0.128515682,-0.044994361,0.000616243,-0.001357389,0.002506431,0.004729187,0.038674033,0.015840256,0.003527236,0.758244117,-0.107142857,0.001681237,-0.009898948,0.0001,0.979314187,4.295416938
16/06/2016,0.015208276,0.000365093,-0.134351145,-0.025804791,0.070797295,0,0.207384782,0.090909091,0.03687196,0.007633588,-0.000385705,-0.010084306,0.009793142,0.114363998,0.001922193,-0.284493284,0,0.012773207,-0.02376751,0.000231909,0.005040494,-0.001315876,-0.003108348,-0.031724924,-0.004985089,-0.013040341,0.392353059,0.3,0.013091641,-0.035284316,0.0001,8.925797413,4.197172328
17/06/2016,-0.05388934,0.000357757,-0.005291005,0.036876189,0.026559886,0,-0.181866212,-0.033333333,-0.267031926,-0.015151515,-0.000400375,0.101038658,0.089257974,0.010281689,0.001969461,0.061433447,-0.001284027,0.194108144,-0.01093561,0.00068021,-0.005296968,0.000658805,0.004632517,0.011967824,0.004277335,0.008704825,0.253942353,0,-0.01259112,0.040936178,0.0001,-0.919668919,4.837552247
18/06/2016,-0.007967619,0.000357629,0.021276596,-0.03903575,-0.06740404,0,-0.009300546,-0.017241379,0.033672622,0.004807692,-0.000221021,0.008297824,-0.009196689,0.032937494,0.001833101,0.118971061,-0.000514271,-0.045404689,0.001975132,0.000932927,0,0,0,0,0,0,0,-0.169230769,0,0,0.0001,1.501271238,4.627408017
19/06/2016,0.026775339,0.000379095,-0.046875,-0.053967768,-0.049715296,0,0.034971667,-0.087719298,0.314828755,0.001913876,0.00020135,-0.043955738,0.015012712,-0.08062335,0.001738781,0.077586207,-0.000514536,-0.114422696,0.002602596,0.000260608,0,0,0,0,0,0,0,-0.148148148,0,0,0.0001,0.724954608,4.257625665
20/06/2016,0.072415356,0.000424522,-0.109289617,-0.18217207,-0.101207232,0,0.049508646,-0.057692308,0.081272473,0.029608405,0.000745053,-0.002685188,0.007249546,0.186194167,0.001560091,-0.017333333,0,-0.177806025,-0.000685693,0.000567058,0.007251303,0.000592534,0.003281014,-0.005816208,0.001283835,0.006750637,0.483950872,0.086956522,0.039932886,0.031361487,0.0001,-3.084210526,3.844274279
21/06/2016,-0.008232328,0.000393175,0.077709611,0.119154429,0.175277038,0,-0.079426314,0.204081633,-0.315814133,0.002782931,-6.84E-05,0.043040269,-0.030842105,0.040316082,0.001830683,-0.183175034,-0.002316602,0.360261781,0.001722412,0.001381613,0.001462317,-0.001973944,-0.006363797,-0.027691108,-0.003548867,0.006831735,0.089222447,0.18,-0.005485641,-0.001488215,0.0001,-8.62387314,4.543902163
22/06/2016,0.003718068,0.000357074,0.092979127,0.143078377,0.002645018,0.068305272,-0.073072559,-0.033898305,0.236670149,0.025140853,-8.09E-05,0.184347213,-0.086238731,0.093373444,0.001832171,0.23089701,-0.001031992,0.086719942,0.003271149,0.001506665,-0.002751881,0.003164557,0.004803416,0.022864019,0.009377268,0.003615491,0.073940824,-0.152542373,0,-0.010473313,0.0001,-8.576013313,4.05802773
23/06/2016,-0.014115472,0.000309034,0.137152778,0.046728397,-0.056177543,0,0.058892258,0.140350877,-0.184065753,-0.01280374,-0.000762239,0.131329767,-0.085760133,-0.099968547,0.001726081,-0.186234818,-0.000516529,-0.034161171,0.001957683,0.001388323,0.012614743,-0.001248686,0.007878895,-0.010980392,-0.004677256,-0.004539796,0.061463406,0.1,0.00908501,0.019947079,0.0001,-3.503867906,4.873232484
24/06/2016,0.005865103,0.000335282,-0.067175573,-0.042613803,-0.01352489,0,-0.144771798,-0.123076923,-0.441373209,0.000514199,-0.000482601,0.021661387,-0.035038679,-0.041216546,0.001699802,0.109452736,-0.001033592,0.068023318,0.003921623,0.001558744,-0.033646627,-0.006317036,-0.023539745,0.059080095,-0.013027151,-0.023014563,0.050945528,0.327272727,-0.024115756,-0.049291559,0.0001,10.86802749,3.995425751
25/06/2016,-0.022245505,0.000308835,0.099836334,0.03261384,0.014252248,0,0.089565853,0.070175439,-0.335571022,-0.010222286,-0.000722693,0.08151302,0.108680275,-0.12068453,0.001721103,0.005979073,-0.001551992,-0.064557647,0.0054993,0.001577638,0,0,0,0,0,0,0,-0.260273973,0,0,0.0001,1.095261967,7.975551738
26/06/2016,0.024817133,0.000387719,-0.208333333,-0.161980222,-0.118335304,0,0.087490384,-0.213114754,-0.933637909,0.013905979,0.000374077,-0.000195355,0.01095262,0.094766665,0.001514828,0.341753343,0,-0.239200755,0.00152229,0.000331451,0,0,0,0,0,0,0,-0.166666667,0,0,0.0001,-4.858001503,8.127588164
27/06/2016,-0.045131764,0.000349291,0.107142857,-0.047469957,-0.144143499,0,0.049595661,0.020833333,4.06561086,-0.019143414,-0.000155807,0.025453201,-0.048580015,-0.224411099,0.001294515,-0.142857143,-0.000518135,-0.163699308,-0.001760697,0.000285744,-0.014732965,-0.004900338,-0.008275614,0.013103706,0.014510459,-0.002137551,0.103015385,0.044444444,-0.017462932,-0.027497901,0.0001,2.305857826,7.479799092
28/06/2016,0.009392041,0.00035156,-0.001697793,0.041987153,0.220451061,0,-0.068406933,0.102040816,0.687958881,-0.00645939,-0.000117393,-0.052537472,0.023058578,-0.085356779,0.001577849,-0.089147287,-0.000777605,0.244957942,-0.000117127,0.001100103,0.015303738,0.000399281,0.003628118,-0.016999261,0.005820348,0.005513739,0.014855315,0,0.015761234,0.032808116,0.0001,-0.213038579,6.195334597
29/06/2016,-0.006688406,0.000353827,-0.011904762,-0.021853072,-0.026496843,0,0.131564108,-0.055555556,0.780847757,-0.000998004,-0.000198449,-0.003278278,-0.002130386,0.005472183,0.001533622,0.021276596,-0.001297017,-0.174590571,-0.00094402,0.000235261,0.01622368,0.002527772,0.005422503,0.020676692,0.006535494,0.009529117,0.006208448,-0.127659574,0.015846814,0.042424242,0.0001,-1.680100249,5.73051327
30/06/2016,0.051746516,0.000348923,0.005163511,-0.007825714,0.057139103,0,-0.041599544,0.098039216,0.464262597,0.016983017,-3.64E-05,0.00493177,-0.016801002,0.243181537,0.001618769,-0.031944444,-0.000519481,0.102453102,-0.000944912,0.000115326,0.013360507,-0.000928936,-0.001707865,0.020626151,-0.000677448,0.009319215,-0.002221834,0.048780488,0,-0.031074579,0.0001,4.353846396,2.772199148
01/07/2016,0.011326422,0.000358357,-0.010273973,0.054535179,0.011475119,0,-0.00298568,-0.071428571,0.874592278,0.009823183,-0.000340872,0.01053721,0.043538464,0.009559857,0.001634698,0.032998565,-0.000779626,0.012777362,-0.000476355,0.00047946,0.001731844,-0.002258086,0.002701243,0.048357994,0.000979654,0.008268544,-0.010630143,0.325581395,0.023724407,0.013656114,0.0001,1.87424608,3.561586287
02/07/2016,0.024756321,0.00037017,-0.043252595,-0.068309232,-0.078383182,0,-0.060784571,-0.038461538,0.384572647,0.025291828,-0.000388809,0.001057515,0.018742461,0.194314295,0.001504107,-0.025,0.000780234,-0.008277432,0.000752861,0.000407952,0,0,0,0,0,0,0,-0.105263158,0,0,0.0001,2.96612051,2.33633281
03/07/2016,-0.043489499,0.000355709,0.048824593,-0.085077778,-0.078930451,0,-0.145155545,0.02,-0.197702069,-0.012333966,-0.00031928,0.003802339,0.029661205,-0.063893578,0.001383306,0.034188034,-0.000519751,0.041639517,0.002429429,0.00057757,0,0,0,0,0,0,0,0.058823529,0,0,0.0001,-4.218954389,2.422479783
04/07/2016,0.008741752,0.000367515,-0.05,-0.093682147,-0.063809327,0,0.071222266,-0.039215686,-0.363725984,0.007684919,-3.02E-05,0.009439363,-0.042189544,0.047950489,0.001293249,-0.125344353,-0.001560062,-0.157948825,-0.001831426,0.000596933,0,-0.001930373,0.001616379,0,0.01914014,0.002556579,-0.060894527,-0.018518519,0,0,0.0001,0.822427662,3.525526449
05/07/2016,-0.041689493,0.000360223,0.038112523,0.20197371,0.181363832,0.018839549,-0.19224154,0,0.098047244,0.006524882,-0.000858301,-0.002662479,0.008224277,0.032606067,0.001525825,0.092913386,-0.001302083,0.465969188,0.001213994,0.001167412,-0.006134627,-0.00140056,-0.006993007,0.020309811,0.005951943,-0.005080714,-0.030072057,-0.056603774,0.024761905,-0.048785466,0.0001,-0.637094373,3.279480824
06/07/2016,0.013311639,0.000345785,0.04020979,0.049479156,0.003922045,0,0.298562849,0,-0.594987087,-0.000254232,-3.44E-05,0.000898467,-0.006370944,-0.048629072,0.001529475,-0.07204611,-0.000521512,-0.224833045,-0.001929012,0.000246519,0.004320745,-0.002070393,0.002166847,0.031376518,0.003625941,-0.016098999,-0.035144288,0.06,-0.003717472,0.017811159,0.0001,0.919822627,2.786680562
07/07/2016,-0.035464313,0.000333746,0.026890756,0.038187504,0.028809171,0,-0.013950394,0.020408163,0.563468654,-0.003185579,-0.000661222,-0.000643044,0.009198226,-0.083894952,0.001571135,0.166149068,-0.000782677,0.04114589,-0.003306367,0.00058515,-0.001061571,0.001673136,-0.003333333,-0.031403337,-0.000147815,0.007598169,-0.040740243,0.056603774,-0.008706468,-0.048281678,0.0001,-4.892675831,2.67027318
08/07/2016,0.012739222,0.000326485,0.009819967,-0.001358769,-0.049903822,0,-0.271259435,0,-0.388859202,-0.009902111,-0.000158382,0.022369396,-0.048926758,-0.006608873,0.001490388,-0.135818908,0,0.330443038,0.00057482,0.001260283,0.014038816,-0.001002205,-0.001084697,0.031408308,-0.009530811,0,-0.046978397,-0.053571429,0.001254705,0.005981391,0.0001,2.36616201,2.776935223
09/07/2016,-0.000529942,0.000345437,-0.037277147,-0.036561522,0.002134157,0,0.278717473,0,0.19831314,-0.006976836,-0.00043145,0.003040858,0.02366162,-0.139846871,0.001491346,0.033898305,-0.001044386,-0.195288446,-0.000179961,0.000609728,0,0,0,0,0,0,0,0.396226415,0,0,0.0001,-1.568932394,2.786633181
10/07/2016,0.002308215,0.000354844,-0.035353535,-0.161793138,-0.13219754,0,-0.014478073,-0.04,-0.558989199,0.002713247,-0.000711052,0.002286421,-0.015689324,-0.142547868,0.001292267,-0.034277198,-0.001306848,-0.17004238,-0.000803046,-0.000108598,0,0,0,0,0,0,0,-0.22972973,0,0,0.0001,0.099137197,2.754230725
11/07/2016,0.009306628,0.000371383,-0.040139616,-0.114875248,-0.108990617,0,0.028337643,-0.104166667,2.767375219,0.00476105,-0.001268702,6.42E-05,0.000991372,0.106239801,0.001149936,0.162037037,-0.000523423,-0.195125932,-0.00503,0.000101068,0.00452289,-0.001203852,0.000633427,0.001964637,0.002283395,0.016845448,-0.171987656,-0.087719298,0.009398496,-0.014314028,0.0001,0.386871141,2.782152784
12/07/2016,0.025223851,0.000340308,0.101818182,0.390957695,0.353891553,0,0.011100005,0.162790698,-0.042285711,-0.007820137,-0.001646393,-0.013768446,0.003868711,-0.007928195,0.0015551,-0.18061089,-0.001047395,0.479724829,-0.005431452,0.000825051,0.006973424,0.002142761,0.000271297,-0.039215686,0.018185479,0.006258486,-0.071907844,-0.019230769,0.007138423,0.045576408,0.5374,2.170461377,2.718107678
13/07/2016,-0.021180785,0.000340192,-0.00660066,-0.044239674,-0.009381357,0,-0.152508601,-0.08,-0.031338027,-0.001970443,-0.001568536,-0.05713718,0.021704614,-0.049208594,0.001538119,0.034035656,-0.001310616,0.039490599,-0.004158848,0.000764088,0.001145101,-0.000734999,0.002621824,0.032993197,0.003708294,0.001842456,-0.078000308,-0.098039216,0.027118644,-0.043803419,0.0001,-0.808702606,1.623658196
14/07/2016,-0.010739808,0.000306782,0.11627907,0.067122397,-0.00296574,0,0.066600144,0.108695652,-0.909016723,-0.010858835,-0.001878074,-0.031371554,-0.008087026,-0.263356562,0.001531202,-0.126959248,-0.001049869,-0.007589914,-0.003142708,0.000811694,0.007407407,0.00073554,0.00270514,-0.005268357,-0.002179575,0.00097203,-0.085190174,0,0.00870087,0.020782123,0.0001,-0.031942564,1.411594759
15/07/2016,-0.001751441,0.000335217,-0.089285714,-0.015547792,0.028030766,0,0.189404975,0.019607843,-2.049648879,0.003992016,-0.001391256,-0.003092707,-0.000319426,-0.002690012,0.001571716,0.265709156,-0.000525486,-0.076986279,-0.00779338,0.000737306,-0.000432526,-0.001603635,-0.007643885,-0.011254551,9.10E-05,0.009416491,-0.093797869,0,-0.023497918,0.008975482,0.0001,0.909893186,1.102947928
16/07/2016,-0.010565086,0.000320845,0.027777778,-0.033095463,-0.054926478,0,-0.415484738,-0.019230769,11.55322019,-0.009940358,-0.001706531,-0.000149148,0.009098932,0.021723755,0.001483056,-0.2,-0.001314406,0.550256661,0.001229724,0.001684028,0,0,0,0,0,0,0,-0.065217391,0,0,0.0001,-0.149276236,1.113969552
17/07/2016,0.009285547,0.000373011,-0.13354531,-0.111619181,-0.137503194,0,0.592315633,-0.078431373,-0.533294651,0.008032129,-0.001548299,-0.082622524,-0.001492762,0.089506152,0.001277237,0.276595745,0.000789681,-0.395297315,-0.003137979,0.000669477,0,0,0,0,0,0,0,0,0,0,0.0001,2.256081908,1.155652377
18/07/2016,-0.030835146,0.000353872,0.049541284,0.015322049,-0.064289947,0,-0.105517031,-0.042553191,0.822642009,-0.006972111,-0.001682562,0.00773501,0.022560819,0.011778849,0.001193599,-0.045833333,0.000526039,0.013910979,-0.009137331,0.000955541,0.001081783,-0.001271583,0.00362483,0.003682625,-0.003513739,0.00652078,-0.318011305,0.046511628,-0.007919586,-0.012367108,-0.1779,-0.624676955,1.188283729
19/07/2016,-0.003566766,0.000351373,0.024475524,0.14651463,0.305288772,0.000440489,0.129236968,0.088888889,0.043895106,0.005080139,-0.001774159,-0.003931828,-0.00624677,-0.04553262,0.001556134,0.052401747,-0.000262881,0.109113187,-0.006820959,0.001275336,0.001837043,0.000536085,-0.004875847,-0.010340227,-0.002288764,0.002959522,-0.164554205,-0.022222222,0.005833589,-0.008567663,0.0001,-0.263032753,1.142075009
20/07/2016,0.002039349,0.000303783,0.153583618,0.081151554,-0.003436395,0,-0.063834258,0.142857143,0.428897279,-0.014913078,-0.001378237,-0.001486517,-0.002630328,-0.194127853,0.001548377,-0.131396957,-0.001314752,0.135940161,-0.006672408,0.001354535,0.001941538,0.002879914,-0.000544415,-0.056622851,-0.002864719,-0.003009451,-0.203319126,-0.022727273,0.007020757,0.01014846,0.0001,-0.78074946,1.171855702
21/07/2016,0.027004883,0.000355888,-0.159763314,-0.095006115,0.016623695,0,0.070341608,-0.035714286,-0.496301409,0.021340621,-0.001719344,-0.008997335,-0.007807495,0.307659677,0.001571683,-0.017515924,0.000263296,-0.044643908,-0.012516483,0.001173339,-0.004306169,0.000601042,0.000998638,0.0314398,0.003669211,0.005426481,-0.263251449,0.069767442,-0.002424977,-0.01838203,0.0001,-0.396449971,1.239227247
22/07/2016,-0.018052143,0.000315442,0.132042254,0.033178318,-0.014241376,0,0.051531927,0.055555556,-0.083915467,-0.00787719,-0.001595946,-0.100536083,-0.0039645,-0.083290998,0.001546869,-0.061588331,-0.001579363,-0.07926679,-0.014541725,0.001012218,0.002865175,-0.001134619,-0.004444041,-0.003117423,-0.008618928,-0.004794315,-0.368354608,-0.152173913,0.001823154,-0.012513966,0.0001,-1.672018936,1.255860859
23/07/2016,-0.035549359,0.000305858,0.023328149,0.056958195,-0.007821777,0,-0.002907904,0.052631579,-0.046771552,-0.005941977,-0.002219604,-0.127249986,-0.016720189,-0.089429863,0.0015324,0.039723661,-0.000790931,0.080633235,-0.004155125,0.001105155,0,0,0,0,0,0,0,0,0,0,0.0001,0.229997853,0.55427224
24/07/2016,-0.045519486,0.000310505,0.004559271,-0.047286997,-0.107484961,0,0.162615728,-0.1,1.353958192,-0.026091232,-0.001902638,-0.029534107,0.002299979,-0.010346319,0.001365597,0.219269103,-0.000791557,-0.241295267,-0.001887005,0.000485672,0,0,0,0,0,0,0,0.076923077,0,0,0.0001,0.835271081,0.711160686
25/07/2016,-0.029071717,0.000293822,0.027231467,-0.035702276,-0.062733964,0,-0.132057413,-0.037037037,0.590762612,-0.025760717,-0.001766366,-0.247593211,0.008352711,-0.159966214,0.001278182,-0.085831063,-0.001056245,0.009070295,-0.004308397,0.000923222,-0.003773381,0.001002272,0.001639792,-0.036483669,0.000999729,-0.002382078,-1.862846991,-0.071428571,0.00151653,-0.023987327,0.0001,-0.511272264,0.958706328
26/07/2016,-0.020114169,0.000310318,-0.038291605,0.139039682,0.292318781,0,0.304314296,0.115384615,0.12195169,-0.018027571,-0.001805865,-0.00372302,-0.005112723,-0.186550946,0.00164971,-0.108792846,-0.001586043,0.028277154,-0.004122791,0.001121722,-0.001136302,0.000467259,-0.000818554,0.027767761,0.011385928,0.003683409,0.774583483,0.153846154,-0.005754088,-0.004869001,0.0001,-0.837183769,0.936225239
27/07/2016,-0.014322926,0.000305485,0.02143951,0.026045524,-0.005489183,0,-0.150021274,0.017241379,-0.031959782,0.001079914,-0.001562627,-0.095810763,-0.008371838,0.449640881,0.001637953,-0.040133779,-0.001323802,0.207819407,-0.001511618,0.001108577,-0.000108342,-0.001134241,0.006553796,0.045614035,-0.01907011,0.004277108,0.452914928,0.044444444,-0.007919586,-0.023299161,2.8102,0.608968444,0.967462399
28/07/2016,-0.035954946,0.000303025,-0.022488756,-0.014588609,-0.029149098,0,-0.036243308,0.06779661,0.141016461,-0.023732471,-0.001918234,-0.02150091,0.006089684,-0.063286311,0.001587607,0.06097561,0,0.074821633,-0.000684681,0.001058364,-0.001083541,0.003673769,0.001718213,-0.001677852,0.000777072,0.001461925,0.32313482,-0.085106383,-0.022413264,-0.01860687,0.0001,0.068782098,0.718064874
29/07/2016,0.009711543,0.000321866,-0.023006135,-0.043428831,0.042106955,0,-0.019558641,-0.031746032,0.006320901,0.003314917,-0.001441172,-0.000298332,0.000687821,-0.108613544,0.001651834,-0.013136289,-0.001855779,0.007537112,-0.000243609,0.001201078,-0.001355895,0.00252895,0.008756884,0.028235294,-0.005004468,-0.010161249,0.252910245,-0.11627907,-0.012562814,0.011181332,0.0001,0.171073332,0.712409809
