Date,DIA.US.Index,CNYUSD.Curncy,EURUSD.Curncy,ETHE.US.Equity,LTCN.US.Equity,CCRIXRP.Index,GDX.US.Equity,VIX.Index,VVIX.Index,SHCOMP.Index,TWSE.Index,SPX.Index,ADS_Index,Google trends,Sentiment Score
28/07/2016,184.38,0.15026,1.1077,NA,NA,NA,29.75,12.72,89.81,2994.324,9076.64,2170.06,-0.0397647,43,0
29/07/2016,184.13,0.15064,1.1174,NA,NA,NA,30.59,11.87,90.84,2979.339,8984.41,2173.6,-0.0498216,38,0
01/08/2016,183.87,0.15056,1.1163,NA,NA,NA,30.93,12.44,90.68,2953.385,9080.71,2170.84,-0.082237,46,0
02/08/2016,182.97,0.15096,1.1224,NA,NA,NA,31.32,13.37,93.89,2971.279,9068.76,2157.03,-0.0929278,58,0
03/08/2016,183.36,0.15078,1.1149,NA,NA,NA,30.94,12.86,88.59,2978.461,9001.71,2163.79,-0.10306,100,4.423
04/08/2016,183.45,0.15057,1.113,NA,NA,NA,31.23,12.42,88.14,2982.426,9024.71,2164.25,-0.112637,65,0
05/08/2016,185.26,0.15029,1.1086,NA,NA,NA,30.23,11.39,85.23,2976.696,9092.12,2182.87,-0.121662,48,0
08/08/2016,185.28,0.15021,1.1088,NA,NA,NA,30.5,11.5,84.5,3004.277,9150.26,2180.89,-0.145458,49,0
09/08/2016,185.35,0.15026,1.1117,NA,NA,NA,30.76,11.66,86.65,3025.681,9155.08,2181.74,-0.152316,48,0
10/08/2016,185.12,0.15068,1.1176,NA,NA,NA,31.3,12.05,89.4,3018.746,9200.42,2175.49,-0.158641,43,0
11/08/2016,186.3,0.15082,1.1137,NA,NA,NA,31.04,11.68,97.36,3002.637,9131.83,2185.79,-0.164437,38,0
12/08/2016,185.9,0.15058,1.1162,NA,NA,NA,31.05,11.55,94.49,3050.668,9150.39,2184.05,-0.169704,39,0.8074
15/08/2016,186.52,0.15063,1.1184,NA,NA,NA,30.86,11.81,91.67,3125.195,9148.51,2190.15,-0.182312,40,0
16/08/2016,185.76,0.15097,1.1279,NA,NA,NA,30.81,12.64,91.86,3110.037,9110.36,2178.15,-0.185401,41,0
17/08/2016,186.1,0.1504,1.1289,NA,NA,NA,30.37,12.19,84.84,3109.555,9117.7,2182.22,-0.187929,40,0
18/08/2016,186.34,0.15081,1.1354,NA,NA,NA,30.75,11.43,82.83,3104.114,9122.5,2187.02,-0.189896,39,0
19/08/2016,185.32,0.1504,1.1325,NA,NA,NA,29.96,11.34,82.44,3108.102,9034.27,2183.87,-0.191303,41,0
22/08/2016,185.12,0.15035,1.132,NA,NA,NA,29.46,12.27,83.13,3084.805,8981.81,2182.64,-0.192299,39,0
23/08/2016,185.3,0.15052,1.1305,NA,NA,NA,29.02,12.38,83.45,3089.706,9030.93,2186.9,-0.191736,41,0
24/08/2016,184.66,0.15015,1.1264,NA,NA,NA,26.97,13.45,85.37,3085.88,9017.38,2175.44,-0.190747,43,0
25/08/2016,184.37,0.15028,1.1285,NA,NA,NA,27.31,13.63,85.43,3068.329,9115.47,2172.47,-0.189332,44,0
26/08/2016,183.82,0.14996,1.1198,NA,NA,NA,27.18,13.65,88.62,3070.309,9131.72,2169.04,-0.18749,43,0
29/08/2016,184.83,0.14972,1.1189,NA,NA,NA,27.24,12.94,85.83,3070.027,9110.17,2180.38,-0.179446,41,0
30/08/2016,184.51,0.1496,1.1143,NA,NA,NA,25.9,13.12,84.44,3074.677,9110.56,2176.12,-0.175985,40,0
31/08/2016,183.94,0.14975,1.1158,NA,NA,NA,25.49,13.42,84.87,3085.491,9068.85,2170.95,-0.172139,43,0
01/09/2016,184.1,0.14994,1.1197,NA,NA,NA,26.42,13.48,84.9,3063.305,9001.15,2170.86,-0.167907,44,0
02/09/2016,184.86,0.14965,1.1156,NA,NA,NA,27.35,11.98,81.35,3067.352,8987.55,2179.98,-0.164079,39,0
05/09/2016,184.86,0.14977,1.1147,NA,NA,NA,27.35,11.98,81.35,3072.095,9090.13,2179.98,-0.155049,45,0
06/09/2016,185.32,0.14977,1.1255,NA,NA,NA,28.68,12.02,82.14,3090.713,9181.85,2186.48,-0.152918,44,0.8617
07/09/2016,185.32,0.15009,1.1239,NA,NA,NA,28.52,11.94,83.08,3091.928,9259.07,2186.16,-0.151232,44,0
08/09/2016,184.82,0.15004,1.126,NA,NA,NA,27.9,12.51,85.57,3095.954,9262.89,2181.3,-0.149992,47,0
09/09/2016,180.91,0.14952,1.1233,NA,NA,NA,26.41,17.5,110.02,3078.855,9164.88,2127.81,-0.149197,45,0
12/09/2016,183.3,0.1497,1.1235,NA,NA,NA,27.04,15.16,99.53,3021.977,8947.06,2159.04,-0.149355,48,5.3239
13/09/2016,180.8,0.14975,1.122,NA,NA,NA,26.06,17.85,110.02,3023.51,8940.83,2127.02,-0.150085,46,0
14/09/2016,180.43,0.14988,1.125,NA,NA,NA,26.01,18.14,113.15,3002.849,8902.3,2125.77,-0.151134,43,4.4413
15/09/2016,182.26,0.14984,1.1244,NA,NA,NA,26.18,16.3,109.27,3002.849,8902.3,2147.26,-0.152501,46,0
16/09/2016,180.97,0.14992,1.1155,NA,NA,NA,25.96,15.37,102.59,3002.849,8902.3,2139.16,-0.154187,43,0
19/09/2016,180.98,0.14995,1.1175,NA,NA,NA,26.09,15.53,101.58,3026.051,9152.88,2139.12,-0.161214,42,0
20/09/2016,181.05,0.14993,1.1151,NA,NA,NA,26.06,15.92,101.98,3022.999,9161.58,2139.76,-0.16428,42,0
21/09/2016,182.66,0.15002,1.1189,NA,NA,NA,27.9,13.3,92.59,3025.874,9228.5,2163.12,-0.167718,46,0
22/09/2016,183.66,0.15006,1.1208,NA,NA,NA,27.74,12.02,89.22,3042.313,9235.26,2177.18,-0.171529,46,0
23/09/2016,182.42,0.15003,1.1226,NA,NA,NA,27.02,12.29,90.4,3033.896,9284.62,2164.69,-0.175713,42,0
26/09/2016,180.75,0.15012,1.1254,NA,NA,NA,26.78,14.5,96.24,2980.429,9194.52,2146.1,-0.190488,42,0
27/09/2016,182,0.14998,1.1215,NA,NA,NA,26.28,13.1,88.94,2998.172,9194.52,2159.93,-0.196109,42,0
28/09/2016,183.1,0.14991,1.1217,NA,NA,NA,26.91,12.39,87.55,2987.858,9194.52,2171.37,-0.202076,40,0
29/09/2016,181.22,0.14994,1.1222,NA,NA,NA,26.69,14.02,93.78,2998.483,9270.9,2151.13,-0.208389,41,0
30/09/2016,182.78,0.15006,1.1235,NA,NA,NA,26.43,13.29,91.42,3004.703,9166.85,2168.27,-0.215052,39,0
03/10/2016,182.32,0.14995,1.1211,NA,NA,NA,25.96,13.57,91.51,3004.703,9234.2,2161.2,-0.236348,42,56.8868
04/10/2016,181.48,0.14959,1.1204,NA,NA,NA,23.4,13.63,89.94,3004.703,9287.77,2150.49,-0.243318,42,0
05/10/2016,182.66,0.14943,1.1205,NA,NA,NA,23.58,12.99,89.88,3004.703,9272.28,2159.73,-0.250178,42,0
06/10/2016,182.52,0.14921,1.1151,NA,NA,NA,22.84,12.84,89.86,3004.703,9284.31,2160.77,-0.256929,43,0
07/10/2016,182.22,0.14934,1.1201,NA,NA,NA,23,13.48,90.86,3004.703,9265.81,2153.74,-0.263574,45,0
10/10/2016,183.12,0.14908,1.1139,NA,NA,NA,23.16,13.38,90.66,3048.143,9265.81,2163.66,-0.282529,43,0
11/10/2016,181.2,0.1486,1.1054,NA,NA,NA,22.58,15.36,95.43,3065.25,9219.82,2136.73,-0.288052,50,0
12/10/2016,181.37,0.1487,1.1007,NA,NA,NA,23.07,15.91,102.02,3058.498,9252.6,2139.18,-0.29312,48,0
13/10/2016,180.84,0.14863,1.1056,NA,NA,NA,23.49,16.69,103.4,3061.346,9219.17,2132.55,-0.297734,45,0
14/10/2016,181.29,0.14854,1.0972,NA,NA,NA,22.99,16.12,101.01,3063.809,9165.17,2132.98,-0.301897,47,0
17/10/2016,180.72,0.14844,1.1,NA,NA,NA,23.34,16.21,99.34,3041.167,9176.22,2126.5,-0.312565,45,0
18/10/2016,181.37,0.14855,1.0981,NA,NA,NA,24.2,15.28,96.87,3083.875,9222.58,2139.6,-0.316685,44,0
19/10/2016,182,0.14867,1.0974,NA,NA,NA,24.87,14.41,93.9,3084.719,9283.99,2144.29,-0.321237,45,0
20/10/2016,181.54,0.14838,1.0929,NA,NA,NA,24.81,13.75,89.72,3084.458,9317.24,2141.34,-0.32622,42,0
21/10/2016,181.22,0.14792,1.0884,NA,NA,NA,24.62,13.34,87.34,3090.941,9306.57,2141.16,-0.331637,41,0
24/10/2016,181.96,0.14767,1.0882,NA,NA,NA,24.09,13.02,85.81,3128.247,9322.5,2151.33,-0.349808,47,0
25/10/2016,181.48,0.14784,1.0889,NA,NA,NA,24.65,13.46,86.23,3131.939,9385.65,2143.16,-0.355581,45,0
26/10/2016,181.77,0.14771,1.0908,NA,NA,NA,24.13,14.24,86.9,3116.312,9362.25,2139.43,-0.361098,48,0
27/10/2016,181.53,0.1474,1.0897,NA,NA,NA,23.73,15.36,91.21,3112.35,9299.55,2133.04,-0.366361,51,0
28/10/2016,181.36,0.14763,1.0985,NA,NA,NA,23.81,16.19,99.44,3104.271,9306.92,2126.41,-0.371372,54,0
31/10/2016,181.17,0.14779,1.0981,NA,NA,NA,24.52,17.06,102.82,3100.492,9290.12,2126.15,-0.385966,55,0
01/11/2016,180.12,0.14794,1.1055,NA,NA,NA,25.13,18.56,108.26,3122.436,9272.7,2111.72,-0.392104,58,0
02/11/2016,179.35,0.14815,1.1098,NA,NA,NA,24.76,19.32,112.39,3102.732,9139.04,2097.94,-0.397446,55,0
03/11/2016,179.11,0.14807,1.1105,NA,NA,NA,25.3,22.08,120.24,3128.936,9067.27,2088.66,-0.401994,57,0
04/11/2016,178.71,0.14793,1.1141,NA,NA,NA,25.07,22.51,120.23,3125.317,9068.15,2085.18,-0.40575,54,0
07/11/2016,182.36,0.14735,1.1041,NA,NA,NA,24.08,18.71,107.84,3133.333,9189.84,2131.52,-0.412428,49,0
08/11/2016,183.38,0.14741,1.1026,NA,NA,NA,23.96,18.74,108.67,3147.887,9217.43,2139.56,-0.413334,51,0
09/11/2016,185.96,0.14691,1.091,NA,NA,NA,24.59,14.38,96.14,3128.37,8943.2,2163.26,-0.413606,74,0
10/11/2016,188.13,0.14695,1.0893,NA,NA,NA,22.75,14.74,102.67,3171.282,9152.18,2167.48,-0.413245,51,-1.7134
11/11/2016,188.47,0.14687,1.0855,NA,NA,NA,20.92,14.17,97.22,3196.043,8957.76,2164.45,-0.41225,50,0
14/11/2016,188.77,0.14606,1.0737,NA,NA,NA,21.12,14.48,98.22,3210.371,8940.4,2164.2,-0.404055,52,4.7936
15/11/2016,189.34,0.1458,1.0722,NA,NA,NA,22.02,13.37,91.77,3206.986,8931.03,2180.39,-0.397712,53,0
16/11/2016,188.98,0.14552,1.0691,NA,NA,NA,21.84,13.72,92.45,3205.057,8962.22,2176.94,-0.389328,55,0
17/11/2016,189.3,0.14511,1.0626,NA,NA,NA,21.3,13.35,87.58,3208.452,8995.26,2187.12,-0.378899,58,1.8391
18/11/2016,188.46,0.14518,1.0588,NA,NA,NA,21.05,12.85,86.4,3192.856,9008.79,2181.9,-0.366422,59,0
21/11/2016,189.34,0.14512,1.063,NA,NA,NA,21.48,12.42,80.75,3218.148,9041.11,2198.18,-0.316854,53,0
22/11/2016,190.02,0.14517,1.0627,NA,NA,NA,21.56,12.41,83.4,3248.352,9133.39,2202.94,-0.296521,55,0
23/11/2016,190.59,0.14462,1.0553,NA,NA,NA,20.5,12.43,82.45,3241.137,9178.23,2204.72,-0.274306,59,0
24/11/2016,190.59,0.14448,1.0554,NA,NA,NA,20.5,12.43,82.45,3241.736,9152.11,2204.72,-0.250201,58,0
25/11/2016,191.3,0.14471,1.0589,NA,NA,NA,20.61,12.34,82.65,3261.938,9159.07,2213.35,-0.224199,52,0
28/11/2016,190.78,0.14491,1.0614,NA,NA,NA,21.4,13.15,86.17,3277,9222.24,2201.72,-0.135402,55,0
29/11/2016,191.19,0.14525,1.065,NA,NA,NA,21.23,12.9,86.28,3282.924,9192.38,2204.66,-0.103077,57,0
30/11/2016,191.4,0.14498,1.0589,NA,NA,NA,20.83,13.33,88.99,3250.035,9240.71,2198.81,-0.0694851,52,0
01/12/2016,191.9,0.14544,1.0661,NA,NA,NA,20.66,14.07,97.79,3273.309,9263.53,2191.08,-0.0346165,58,0
02/12/2016,191.74,0.14556,1.0664,NA,NA,NA,21.37,14.12,98.07,3243.843,9189.49,2191.95,-0.00204585,61,0
05/12/2016,192.22,0.14578,1.0764,NA,NA,NA,21.33,12.14,88.88,3204.709,9160.66,2204.71,0.0824778,60,0
06/12/2016,192.49,0.14542,1.0718,NA,NA,NA,21.2,11.79,88.12,3199.647,9250.77,2212.23,0.106957,54,0
07/12/2016,195.48,0.14534,1.0753,NA,NA,NA,21.44,12.22,89.11,3222.242,9263.89,2241.35,0.129686,57,0
08/12/2016,196.28,0.14484,1.0615,NA,NA,NA,21.46,12.64,91.27,3215.366,9375.86,2246.19,0.150671,59,0
09/12/2016,197.69,0.14474,1.0561,NA,NA,NA,20.67,11.75,89.4,3232.884,9392.68,2259.53,0.169919,57,0.4939
12/12/2016,198.08,0.14495,1.0635,NA,NA,NA,20.75,12.64,91.87,3152.97,9349.94,2256.96,0.217493,56,1.4774
13/12/2016,199.23,0.14505,1.0626,NA,NA,NA,21.04,12.72,93.32,3155.037,9382.14,2271.72,0.23024,59,0
14/12/2016,198.14,0.1447,1.0536,NA,NA,NA,19.89,13.19,96.82,3140.531,9368.52,2253.28,0.241471,57,0
15/12/2016,198.66,0.14422,1.0414,NA,NA,NA,18.99,12.79,93.08,3117.677,9360.35,2262.03,0.251189,53,0
16/12/2016,198.19,0.14347,1.0451,NA,NA,NA,19.08,12.2,93.79,3122.981,9326.78,2258.07,0.259398,54,0
19/12/2016,198.6,0.14441,1.0402,NA,NA,NA,19.08,11.71,90.51,3118.085,9239.32,2262.53,0.274516,58,0
20/12/2016,199.42,0.144,1.0388,NA,NA,NA,19.13,11.45,88.26,3102.876,9242.41,2270.76,0.275757,59,0
21/12/2016,199.16,0.14409,1.0424,NA,NA,NA,19.09,11.27,87.97,3137.43,9204.26,2265.18,0.275022,72,0
22/12/2016,198.97,0.14387,1.0437,NA,NA,NA,19.07,11.43,89.72,3139.558,9118.75,2260.96,0.272309,85,0
23/12/2016,199.05,0.14388,1.0456,NA,NA,NA,19.34,11.44,87.64,3110.154,9078.64,2263.79,0.267618,96,0
26/12/2016,199.05,0.14391,1.0455,NA,NA,NA,19.34,11.44,87.64,3122.569,9110.54,2263.79,0.241204,76,0
27/12/2016,199.21,0.14375,1.0457,NA,NA,NA,19.87,11.99,86.37,3114.664,9109.27,2268.88,0.227667,81,0
28/12/2016,198.08,0.14335,1.0413,NA,NA,NA,20.24,12.95,89.17,3102.236,9201.4,2249.92,0.211682,96,0
29/12/2016,197.99,0.14393,1.049,NA,NA,NA,21.75,13.37,88.87,3096.097,9153.09,2249.26,0.193243,95,0
30/12/2016,197.51,0.14388,1.0517,NA,NA,NA,20.92,14.04,91.6,3103.637,9253.5,2238.83,0.172346,84,0
02/01/2017,197.51,0.14376,1.0455,NA,NA,NA,20.92,14.04,91.6,3103.637,9253.5,2238.83,0.0979825,23,0
03/01/2017,198.42,0.14385,1.0405,NA,NA,NA,21.76,12.85,85.37,3135.921,9272.88,2257.83,0.0734817,21,0
04/01/2017,199.15,0.14504,1.0489,NA,NA,NA,21.92,11.85,82.27,3158.794,9286.96,2270.75,0.0496369,24,0
05/01/2017,198.75,0.14547,1.0607,NA,NA,NA,23.2,11.67,81.33,3165.411,9358.14,2269,0.026441,29,1.379
06/01/2017,199.51,0.14424,1.0532,NA,NA,NA,22.39,11.32,80.59,3154.321,9372.22,2276.98,0.00388668,26,0
09/01/2017,198.76,0.14416,1.0574,NA,NA,NA,22.46,11.56,83.47,3171.236,9342.42,2268.9,-0.0602781,19,0
10/01/2017,198.4,0.14435,1.0554,NA,NA,NA,22.62,11.49,86.36,3161.671,9349.64,2268.9,-0.0809012,18,0
11/01/2017,199.33,0.14471,1.0582,NA,NA,NA,22.57,11.26,86.72,3136.754,9345.74,2275.32,-0.1012,20,0
12/01/2017,198.75,0.14515,1.0613,NA,NA,NA,22.62,11.54,90.44,3119.289,9410.18,2270.44,-0.12118,21,0
13/01/2017,198.7,0.14506,1.0643,NA,NA,NA,22.74,11.23,92.9,3112.764,9378.83,2274.64,-0.140847,17,0
16/01/2017,198.7,0.14506,1.0601,NA,NA,NA,22.74,11.23,92.9,3103.428,9292.33,2274.64,-0.197391,14,4.2506
17/01/2017,198.09,0.14613,1.0713,NA,NA,NA,23.36,11.87,92.39,3108.775,9354.53,2267.89,-0.214577,16,0
18/01/2017,197.95,0.14546,1.063,NA,NA,NA,23.01,12.48,87.06,3113.012,9341.97,2271.89,-0.230835,15,0
19/01/2017,197.28,0.1453,1.0664,NA,NA,NA,22.88,12.78,86.84,3101.299,9318.12,2263.69,-0.246169,15,0
20/01/2017,197.96,0.14551,1.0703,NA,NA,NA,23.12,11.54,83.63,3123.139,9331.46,2271.31,-0.260584,14,-1.1944
23/01/2017,197.78,0.14635,1.0765,NA,NA,NA,23.81,11.77,84.51,3136.775,9424.05,2265.2,-0.299198,14,0
24/01/2017,198.84,0.14599,1.0731,NA,NA,NA,23.83,11.07,79.05,3142.553,9447.95,2280.07,-0.311664,14,1.2827
25/01/2017,200.42,0.14569,1.0748,NA,NA,NA,23.47,10.81,78.66,3149.554,9447.95,2298.37,-0.324076,13,0
26/01/2017,200.72,0.14543,1.0682,NA,NA,NA,22.87,10.63,79.65,3159.166,9447.95,2296.68,-0.336435,13,0
27/01/2017,200.63,0.145,1.0699,NA,NA,NA,23.22,10.58,83.63,3159.166,9447.95,2294.69,-0.348747,13,0
30/01/2017,199.38,0.14506,1.0695,NA,NA,NA,23.15,11.88,92.04,3159.166,9447.95,2280.9,-0.385545,13,0
31/01/2017,198.36,0.14565,1.0798,NA,NA,NA,23.93,11.99,89.83,3159.166,9447.95,2278.87,-0.397926,14,0
01/02/2017,198.63,0.14561,1.0769,NA,NA,NA,23.85,11.81,87.75,3159.166,9447.95,2279.55,-0.410389,15,0
02/02/2017,198.61,0.1463,1.0759,NA,NA,NA,24.38,11.93,89.73,3159.166,9428.97,2280.85,-0.422007,15,0
03/02/2017,200.38,0.14625,1.0783,NA,NA,NA,24.5,10.97,88.97,3140.17,9455.56,2297.42,-0.432783,15,0
06/02/2017,200.28,0.14602,1.075,NA,NA,NA,25.4,11.37,90.02,3156.984,9538.01,2292.56,-0.459489,15,0
07/02/2017,200.58,0.14528,1.0683,NA,NA,NA,25.29,11.29,89.61,3153.088,9554.56,2293.08,-0.465724,14,0
08/02/2017,200.51,0.1454,1.0698,NA,NA,NA,25.57,11.45,94.58,3166.982,9543.25,2294.67,-0.47053,15,0
09/02/2017,201.72,0.14528,1.0655,NA,NA,NA,24.91,10.88,89.59,3183.179,9590.18,2307.87,-0.473907,16,0
10/02/2017,202.74,0.14536,1.0643,NA,NA,NA,25.29,10.85,85.77,3196.699,9665.59,2316.1,-0.475857,15,0
13/02/2017,204.2,0.14529,1.0598,NA,NA,NA,24.95,11.07,80.84,3216.839,9710.32,2328.25,-0.473097,13,0
14/02/2017,205.17,0.14568,1.0578,NA,NA,NA,24.92,10.74,78.35,3217.928,9718.78,2337.58,-0.46924,14,0
15/02/2017,206.38,0.14592,1.0601,NA,NA,NA,24.93,11.97,81.12,3212.986,9799.76,2349.25,-0.463906,14,0
16/02/2017,206.48,0.14575,1.0674,NA,NA,NA,25.2,11.76,79.66,3229.619,9771.25,2347.22,-0.457091,15,0
17/02/2017,205.88,0.14555,1.0616,NA,NA,NA,24.79,11.49,81.25,3202.075,9759.76,2351.16,-0.448795,14,0
20/02/2017,205.88,0.14559,1.0614,NA,NA,NA,24.79,11.49,81.25,3239.961,9753.2,2351.16,-0.415863,14,0
21/02/2017,207.07,0.14527,1.0536,NA,NA,NA,24.62,11.57,82.45,3253.326,9763.93,2365.38,-0.403361,16,0
22/02/2017,207.45,0.14547,1.0558,NA,NA,NA,24.33,11.74,81.53,3261.219,9778.78,2362.82,-0.390237,16,0
23/02/2017,207.82,0.1456,1.0582,NA,NA,NA,24.37,11.71,82.2,3251.375,9769.31,2363.81,-0.376487,18,0
24/02/2017,207.93,0.14564,1.0563,NA,NA,NA,24.13,11.47,83.31,3253.433,9750.47,2367.34,-0.362106,21,0
27/02/2017,208.29,0.14559,1.0587,NA,NA,NA,22.84,12.09,85.69,3228.66,9750.47,2369.75,-0.313764,15,0
28/02/2017,207.98,0.14566,1.0576,NA,NA,NA,22.85,12.92,88.08,3241.733,9750.47,2363.64,-0.294069,17,0
01/03/2017,211.02,0.14546,1.0547,NA,NA,NA,22.98,12.54,84.03,3246.933,9674.78,2395.96,-0.272346,17,0
02/03/2017,209.89,0.14516,1.0507,NA,NA,NA,21.93,11.81,83.61,3230.028,9691.8,2381.92,-0.250533,21,0
03/03/2017,209.91,0.14495,1.0622,NA,NA,NA,22.2,10.96,81.19,3218.312,9648.21,2383.12,-0.228624,26,0
06/03/2017,209.48,0.14507,1.0582,NA,NA,NA,21.64,11.24,81.44,3233.866,9682.63,2375.31,-0.163242,19,0
07/03/2017,209.17,0.14503,1.0566,NA,NA,NA,21.51,11.45,81.43,3242.407,9738.07,2368.39,-0.142855,22,0
08/03/2017,208.61,0.14467,1.0541,NA,NA,NA,21.35,11.86,82.5,3240.665,9753.45,2362.98,-0.123325,22,0
09/03/2017,208.67,0.14462,1.0577,NA,NA,NA,21.14,12.3,83.64,3216.746,9658.61,2364.87,-0.104645,20,0
10/03/2017,209.15,0.145,1.0673,NA,NA,NA,21.73,11.66,80.27,3212.76,9627.89,2372.6,-0.0868112,27,0
13/03/2017,208.94,0.14473,1.0653,NA,NA,NA,22,11.35,81.57,3237.024,9697.34,2373.47,-0.0376567,19,0
14/03/2017,208.54,0.14473,1.0604,NA,NA,NA,21.34,12.3,85.88,3239.328,9744.21,2365.45,-0.021809,18,0
15/03/2017,209.58,0.14575,1.0734,NA,NA,NA,22.98,11.63,80.76,3241.76,9740.31,2385.26,-0.00610979,18,1.4061
16/03/2017,209.44,0.14526,1.0766,NA,NA,NA,22.77,11.21,75.96,3268.935,9837.83,2381.38,0.00944563,17,0
17/03/2017,208.86,0.14493,1.0738,NA,NA,NA,22.67,11.28,78.66,3237.447,9908.69,2378.25,0.0248621,19,0
20/03/2017,208.813625,0.14497,1.0739,NA,NA,NA,22.937375,11.34,77.16,3250.808,9912.97,2373.47,0.0700792,18,0
21/03/2017,206.35,0.14518,1.0811,NA,NA,NA,23.26,12.47,83.02,3261.611,9972.49,2344.02,0.0844963,18,0
22/03/2017,206.41,0.14542,1.0797,NA,NA,NA,23.25,12.81,83.8,3245.22,9922.66,2348.45,0.0985523,18,0
23/03/2017,206.31,0.14519,1.0783,NA,NA,NA,23.03,13.12,88.93,3248.55,9930.74,2345.96,0.112252,17,0
24/03/2017,205.75,0.14523,1.0798,NA,NA,NA,22.92,12.96,89.74,3269.445,9902.98,2343.98,0.125598,18,0
27/03/2017,205.23,0.14564,1.0864,NA,NA,NA,23.43,12.5,84.86,3266.955,9876.77,2341.59,0.16264,17,0
28/03/2017,206.75,0.14514,1.0814,NA,NA,NA,22.81,11.53,79.27,3252.948,9876.45,2358.57,0.172769,16,0
29/03/2017,206.31,0.14516,1.0766,NA,NA,NA,22.91,11.42,78.26,3241.314,9856.25,2361.13,0.181641,17,0
30/03/2017,206.96,0.14505,1.0674,NA,NA,NA,22.55,11.54,77.87,3210.237,9848.15,2368.06,0.189258,15,0
31/03/2017,206.34,0.14539,1.0652,NA,NA,NA,22.81,12.37,78.31,3222.514,9811.52,2362.72,0.195623,15,2.8205
03/04/2017,206.25,0.14534,1.067,NA,NA,NA,23.2,12.38,82.96,3222.514,9811.52,2358.84,0.207663,16,0
04/04/2017,206.65,0.1451,1.0674,NA,NA,NA,23.45,11.79,79.67,3222.514,9811.52,2360.16,0.21061,16,0
05/04/2017,206.26,0.14516,1.0663,NA,NA,NA,23.48,12.89,86.59,3270.305,9949.48,2352.95,0.213214,15,0
06/04/2017,206.45,0.14501,1.0644,NA,NA,NA,23.51,12.39,83.91,3281.005,9897.8,2357.49,0.215477,16,0
07/04/2017,206.38,0.14482,1.0591,NA,NA,NA,23.5,12.87,89.39,3286.616,9873.37,2355.54,0.2174,16,0
10/04/2017,206.39,0.14481,1.0596,NA,NA,NA,23.65,14.05,97.9,3269.393,9882.54,2357.16,0.221269,15,-0.1531
11/04/2017,206.33,0.14499,1.0605,NA,NA,NA,24.36,15.07,103.74,3288.966,9832.42,2353.78,0.222118,17,0
12/04/2017,205.67,0.14537,1.0665,NA,NA,NA,24.57,15.77,111.53,3273.83,9817.68,2344.93,0.22277,15,0
13/04/2017,204.37,0.14529,1.0613,NA,NA,NA,24.54,15.96,115.54,3275.96,9836.68,2328.95,0.223227,16,0
14/04/2017,204.37,0.14536,1.0618,NA,NA,NA,24.54,15.96,115.54,3246.067,9732.93,2328.95,0.223487,15,0
17/04/2017,206.17,0.1454,1.0643,NA,NA,NA,24.47,14.66,101.49,3222.168,9716.4,2349.01,0.223018,15,0
18/04/2017,205.08,0.14547,1.073,NA,NA,NA,24.27,14.42,99.52,3196.713,9746.56,2342.19,0.22234,17,0
19/04/2017,203.85,0.14537,1.0711,NA,NA,NA,23.39,14.93,97.89,3170.687,9639.94,2338.17,0.22139,15,0
20/04/2017,205.7,0.14541,1.0717,NA,NA,NA,23.58,14.15,94.53,3172.1,9632.69,2355.84,0.220166,15,0
21/04/2017,205.25,0.14512,1.0728,NA,NA,NA,23.61,14.63,95.41,3173.151,9717.41,2348.69,0.218667,16,0
24/04/2017,207.38,0.14533,1.0868,NA,NA,NA,23.2,10.84,78.17,3129.531,9717.95,2374.15,0.211951,15,0
25/04/2017,209.68,0.14522,1.0926,NA,NA,NA,22.22,10.76,75.64,3134.567,9841.71,2388.61,0.208207,17,0
26/04/2017,209.47,0.14524,1.0904,NA,NA,NA,22.26,10.85,76.64,3140.847,9856.45,2387.45,0.203614,18,1.2919
27/04/2017,209.56,0.14509,1.0873,NA,NA,NA,21.81,10.36,76.66,3152.187,9860.62,2388.77,0.198171,18,0
28/04/2017,209.08,0.14519,1.0895,NA,NA,NA,22.23,10.82,77.09,3154.658,9872,2384.2,0.191874,18,0
01/05/2017,208.92,0.14498,1.0899,NA,NA,NA,21.69,10.11,78.33,3154.658,9872,2388.33,0.168149,20,0
02/05/2017,209.13,0.14518,1.093,NA,NA,NA,21.74,10.59,79.33,3143.712,9941.27,2391.17,0.159664,22,5.7973
03/05/2017,209.22,0.1451,1.0886,NA,NA,NA,21.51,10.68,78.77,3135.346,9955.33,2388.13,0.151262,22,1.8935
04/05/2017,209.19,0.14509,1.0985,NA,NA,NA,21.1,10.46,78,3127.369,9967.64,2389.52,0.142938,28,0
05/05/2017,209.77,0.1451,1.0998,NA,NA,NA,21.55,10.57,80.65,3103.038,9899.94,2399.29,0.134691,26,0
08/05/2017,209.92,0.14492,1.0924,NA,NA,NA,21.54,9.77,81.38,3078.613,9937.25,2399.38,0.110378,24,0
09/05/2017,209.62,0.14481,1.0874,NA,NA,NA,21.52,9.96,83.63,3080.527,9915.48,2396.92,0.102401,30,0
10/05/2017,209.48,0.14487,1.0868,NA,NA,NA,21.93,10.21,87.49,3052.785,9968.32,2399.63,0.0944817,28,0
11/05/2017,209.28,0.14501,1.0861,NA,NA,NA,22.37,10.6,86.51,3061.5,10001.48,2394.44,0.0866189,31,0
12/05/2017,209.01,0.14514,1.0931,NA,NA,NA,22.72,10.4,82.5,3083.513,9986.82,2390.9,0.0788099,36,0
