#NAME?,GDX US Equity,VIX Index,VVIX Index,SHCOMP Index,TWSE Index,SPX Index,,,,,,
DATES,"px_last(dates=range(2015-01-01,2021-12-31),fill=prev)","px_last(dates=range(2015-01-01,2021-12-31),fill=prev)","px_last(dates=range(2015-01-01,2021-12-31),fill=prev)","px_last(dates=range(2015-01-01,2021-12-31),fill=prev)","px_last(dates=range(2015-01-01,2021-12-31),fill=prev)","px_last(dates=range(2015-01-01,2021-12-31),fill=prev)",,,,,,
14/05/2015,20.82,12.74,82.34,4378.312,9610.83,2121.1,,,,,,
15/05/2015,20.72,12.38,80.93,4308.691,9579.48,2122.73,,,,,,
18/05/2015,20.75,12.73,82.06,4283.491,9606.1,2129.2,,,,,,
19/05/2015,20,12.85,77.53,4417.552,9716.77,2127.83,,,,,,
20/05/2015,20.08,12.88,77.03,4446.288,9685.31,2125.85,,,,,,
21/05/2015,19.94,12.11,73.18,4529.421,9578.56,2130.82,,,,,,
22/05/2015,19.83,12.13,75.98,4657.596,9638.8,2126.06,,,,,,
25/05/2015,19.83,12.13,75.98,4813.797,9645.17,2126.06,,,,,,
26/05/2015,19.245,14.06,81.94,4910.897,9669.41,2104.2,,,,,,
27/05/2015,19.44,13.27,77.79,4941.714,9693.54,2123.48,,,,,,
28/05/2015,19.6,13.31,77.35,4620.266,9712.84,2120.79,,,,,,
29/05/2015,19.58,13.84,79.07,4611.744,9701.07,2107.39,,,,,,
01/06/2015,19.49,13.97,78.89,4828.738,9625.69,2111.73,,,,,,
02/06/2015,19.78,14.24,80.61,4910.527,9614.26,2109.6,,,,,,
03/06/2015,19.41,13.66,79.27,4909.978,9556.52,2114.07,,,,,,
04/06/2015,19.07,14.71,87.99,4947.102,9348.63,2095.84,,,,,,
05/06/2015,18.83,14.21,84.1,5023.095,9340.13,2092.83,,,,,,
08/06/2015,19.02,15.29,86.5,5131.881,9368.43,2079.28,,,,,,
09/06/2015,18.78,14.47,84.34,5113.534,9191.87,2080.15,,,,,,
10/06/2015,18.96,13.22,81.6,5106.036,9298.5,2105.2,,,,,,
11/06/2015,18.74,12.85,79.53,5121.593,9302.49,2108.86,,,,,,
12/06/2015,18.55,13.78,85.55,5166.35,9301.93,2094.11,,,,,,
15/06/2015,18.59,15.39,96.12,5062.993,9259.48,2084.43,,,,,,
16/06/2015,18.33,14.81,95.96,4887.432,9212.78,2096.29,,,,,,
17/06/2015,18.86,14.5,93.19,4967.898,9189.83,2100.44,,,,,,
18/06/2015,19.1,13.19,89.2,4785.356,9218.37,2121.24,,,,,,
19/06/2015,18.64,13.96,92.16,4478.364,9218.37,2109.99,,,,,,
22/06/2015,18.33,12.74,83.87,4478.364,9341.77,2122.85,,,,,,
23/06/2015,18.38,12.11,78.85,4576.492,9391.14,2124.2,,,,,,
24/06/2015,18.36,13.26,82.53,4690.15,9397.31,2108.58,,,,,,
25/06/2015,18.17,14.01,83.51,4527.779,9476.34,2102.31,,,,,,
26/06/2015,18.09,14.02,83.09,4192.873,9462.57,2101.49,,,,,,
29/06/2015,17.9,18.85,117,4053.031,9236.1,2057.64,,,,,,
30/06/2015,17.76,18.23,110.17,4277.222,9323.02,2063.11,,,,,,
01/07/2015,17.28,16.09,97.6,4053.7,9375.23,2077.42,,,,,,
02/07/2015,17.63,16.79,105.14,3912.767,9379.24,2076.78,,,,,,
03/07/2015,17.63,16.79,105.14,3686.915,9358.23,2076.78,,,,,,
06/07/2015,17.85,17.01,105.97,3775.912,9255.96,2068.76,,,,,,
07/07/2015,16.98,16.09,99.35,3727.125,9250.16,2081.34,,,,,,
08/07/2015,16.86,19.66,111.67,3507.192,8976.11,2046.68,,,,,,
09/07/2015,16.93,19.97,115.36,3709.331,8914.13,2051.31,,,,,,
10/07/2015,16.75,16.83,101.19,3877.803,8914.13,2076.62,,,,,,
13/07/2015,16.8,13.9,85.95,3970.388,9033.92,2099.6,,,,,,
14/07/2015,16.69,13.37,87.35,3924.487,9041.76,2108.95,,,,,,
15/07/2015,16.31,13.23,90.81,3805.703,9054.2,2107.4,,,,,,
16/07/2015,16.15,12.11,87.12,3823.175,9042.21,2124.29,,,,,,
17/07/2015,15.42,11.95,85.32,3957.352,9045.98,2126.64,,,,,,
20/07/2015,13.76,12.25,84.38,3992.109,8975,2128.28,,,,,,
21/07/2015,14.12,12.22,82.56,4017.675,9005.96,2119.21,,,,,,
22/07/2015,14.08,12.12,78.89,4026.045,8918.7,2114.15,,,,,,
23/07/2015,13.62,12.64,81.64,4123.923,8791.12,2102.15,,,,,,
24/07/2015,14.08,13.74,88.36,4070.908,8767.86,2079.65,,,,,,
27/07/2015,13.57,15.6,97.32,3725.558,8556.68,2067.64,,,,,,
28/07/2015,13.69,13.44,84.77,3663.002,8582.49,2093.25,,,,,,
29/07/2015,13.97,12.5,82.94,3789.168,8563.48,2108.57,,,,,,
30/07/2015,13.46,12.13,80.65,3705.766,8651.49,2108.63,,,,,,
31/07/2015,13.75,12.12,81.77,3663.725,8665.34,2103.84,,,,,,
03/08/2015,13.27,12.56,79.43,3622.905,8524.41,2098.04,,,,,,
04/08/2015,13.29,13,80.82,3756.545,8510.86,2093.32,,,,,,
05/08/2015,13.09,12.51,80.1,3694.574,8542.27,2099.84,,,,,,
06/08/2015,13.37,13.77,84.36,3661.539,8449.56,2083.56,,,,,,
07/08/2015,13.4,13.39,82.57,3744.205,8442.29,2077.57,,,,,,
10/08/2015,14.29,12.23,80.21,3928.415,8466.84,2104.18,,,,,,
11/08/2015,14.52,13.71,85.22,3927.908,8394.14,2084.07,,,,,,
12/08/2015,15.52,13.61,88.13,3886.32,8283.38,2086.05,,,,,,
13/08/2015,14.64,13.49,88.36,3954.556,8311.74,2083.39,,,,,,
14/08/2015,14.49,12.83,89.38,3965.335,8305.64,2091.54,,,,,,
17/08/2015,15.04,13.02,87.35,3993.668,8213.42,2102.44,,,,,,
18/08/2015,14.77,13.79,88.84,3748.164,8177.22,2096.92,,,,,,
19/08/2015,15.2,15.25,91.84,3794.109,8021.84,2079.61,,,,,,
20/08/2015,15.82,19.14,108.75,3664.291,8029.81,2035.73,,,,,,
21/08/2015,15.39,28.03,138.57,3507.744,7786.92,1970.89,,,,,,
24/08/2015,14.13,40.74,168.75,3209.905,7410.34,1893.21,,,,,,
25/08/2015,13.67,36.02,152.42,2964.967,7675.64,1867.61,,,,,,
26/08/2015,13.04,30.32,134.31,2927.288,7715.59,1940.51,,,,,,
27/08/2015,13.79,26.1,128.59,3083.591,7824.55,1987.66,,,,,,
28/08/2015,14.25,26.05,127.18,3232.349,8019.18,1988.87,,,,,,
31/08/2015,14.11,28.43,127.28,3205.986,8174.92,1972.18,,,,,,
01/09/2015,13.67,31.4,128.94,3166.624,8017.56,1913.85,,,,,,
02/09/2015,13.63,26.09,114.43,3160.167,8035.29,1948.86,,,,,,
03/09/2015,13.38,25.61,118.16,3160.167,8095.95,1951.13,,,,,,
04/09/2015,13.39,27.8,123.15,3160.167,8000.6,1921.22,,,,,,
07/09/2015,13.39,27.8,123.15,3080.42,7986.56,1921.22,,,,,,
08/09/2015,13.55,24.9,117.62,3170.452,8001.5,1969.41,,,,,,
09/09/2015,13.13,26.23,131.3,3243.089,8286.92,1942.04,,,,,,
10/09/2015,13.12,24.37,127.06,3197.893,8268.68,1952.29,,,,,,
11/09/2015,13.21,23.2,119.09,3200.234,8305.82,1961.05,,,,,,
14/09/2015,13.07,24.25,118.01,3114.798,8307.29,1953.03,,,,,,
15/09/2015,13.11,22.54,109.34,3005.172,8259.99,1978.09,,,,,,
16/09/2015,13.89,21.35,107.02,3152.263,8333.29,1995.31,,,,,,
17/09/2015,14.27,21.14,118.09,3086.061,8445.5,1990.2,,,,,,
18/09/2015,14.48,22.28,116.26,3097.917,8462.14,1958.03,,,,,,
21/09/2015,14,20.14,103.4,3156.54,8307.04,1966.97,,,,,,
22/09/2015,13.36,22.44,111.36,3185.619,8365.92,1942.74,,,,,,
23/09/2015,13.26,22.13,105.86,3115.888,8193.42,1938.76,,,,,,
24/09/2015,14.22,23.47,110.12,3142.687,8123.1,1932.24,,,,,,
25/09/2015,13.98,23.62,110.54,3092.347,8132.35,1931.34,,,,,,
28/09/2015,13.32,27.63,115.31,3100.756,8132.35,1881.77,,,,,,
29/09/2015,13.41,26.83,110.99,3038.137,8132.35,1884.09,,,,,,
30/09/2015,13.74,24.5,103.28,3052.782,8181.24,1920.03,,,,,,
01/10/2015,13.41,22.55,98.27,3052.782,8295.94,1923.82,,,,,,
02/10/2015,14.49,20.94,95.07,3052.782,8305.03,1951.36,,,,,,
05/10/2015,15.12,19.54,92.29,3052.782,8352.36,1987.05,,,,,,
06/10/2015,15.68,19.4,92.46,3052.782,8394.1,1979.92,,,,,,
07/10/2015,15.61,18.4,89.43,3052.782,8495.23,1995.83,,,,,,
08/10/2015,15.41,17.42,88.42,3143.357,8445.96,2013.43,,,,,,
09/10/2015,16.26,17.08,89.08,3183.152,8445.96,2014.89,,,,,,
12/10/2015,15.78,16.17,88.27,3287.662,8573.72,2017.46,,,,,,
13/10/2015,15.87,17.67,98.35,3293.23,8567.92,2003.69,,,,,,
14/10/2015,16.9,18.03,102.29,3262.441,8522.51,1994.24,,,,,,
15/10/2015,16.89,16.05,96.61,3338.073,8601.52,2023.86,,,,,,
16/10/2015,16.39,15.05,97.58,3391.352,8604.95,2033.11,,,,,,
19/10/2015,15.7,14.98,94.38,3386.7,8631.5,2033.66,,,,,,
20/10/2015,16.33,15.75,97.11,3425.33,8653.6,2030.77,,,,,,
21/10/2015,15.85,16.7,106.02,3320.676,8609.23,2018.94,,,,,,
22/10/2015,16.12,14.45,97.07,3368.739,8608.46,2052.51,,,,,,
23/10/2015,16.52,14.46,97.21,3412.434,8673.81,2075.15,,,,,,
26/10/2015,16.01,15.29,98.1,3429.581,8745.36,2071.18,,,,,,
27/10/2015,16.04,15.43,95.21,3434.336,8701.32,2065.89,,,,,,
28/10/2015,15.89,14.33,88.28,3375.196,8665.99,2090.35,,,,,,
29/10/2015,15.12,14.61,88.6,3387.315,8571.08,2089.41,,,,,,
30/10/2015,14.96,15.07,90.27,3382.561,8554.31,2079.36,,,,,,
02/11/2015,15.02,14.15,86.75,3325.085,8614.77,2104.05,,,,,,
03/11/2015,14.94,14.54,87.34,3316.695,8713.19,2109.79,,,,,,
04/11/2015,14.62,15.51,89.46,3459.64,8857.02,2102.31,,,,,,
05/11/2015,14.08,15.05,87.68,3522.819,8850.18,2099.93,,,,,,
06/11/2015,13.46,14.33,85.03,3590.032,8693.57,2099.2,,,,,,
09/11/2015,13.83,16.52,92.97,3646.881,8642.48,2078.58,,,,,,
10/11/2015,13.47,15.29,86.96,3640.485,8536.9,2081.72,,,,,,
11/11/2015,13.65,16.06,91.25,3650.249,8415.01,2075,,,,,,
12/11/2015,13.47,18.37,98.19,3632.902,8428.09,2045.97,,,,,,
13/11/2015,13.619,20.08,106.06,3580.839,8329.5,2023.04,,,,,,
16/11/2015,13.74,18.16,96.71,3606.958,8295.4,2053.19,,,,,,
17/11/2015,13.08,18.84,100.37,3604.795,8419.42,2050.44,,,,,,
18/11/2015,13.49,16.85,93.47,3568.468,8340.47,2083.58,,,,,,
19/11/2015,13.97,16.99,96.18,3617.062,8477.2,2081.24,,,,,,
20/11/2015,13.4,15.47,90.79,3630.5,8465.45,2089.17,,,,,,
23/11/2015,13.33,15.62,88.55,3610.314,8485.73,2086.59,,,,,,
24/11/2015,13.84,15.93,89.64,3616.113,8400.14,2089.14,,,,,,
25/11/2015,13.71,15.19,86.14,3647.93,8386.13,2088.87,,,,,,
26/11/2015,13.71,15.19,86.14,3635.552,8484.9,2088.87,,,,,,
27/11/2015,13.45,15.12,88.35,3436.303,8398.4,2090.11,,,,,,
30/11/2015,13.76,16.13,90.84,3445.405,8320.61,2080.41,,,,,,
01/12/2015,14.16,14.67,87.32,3456.309,8463.3,2102.63,,,,,,
02/12/2015,13.79,15.91,92.94,3536.905,8457.4,2079.51,,,,,,
03/12/2015,14.083,18.11,101.8,3584.824,8456.06,2049.62,,,,,,
04/12/2015,14.83,14.81,89.19,3524.992,8398.6,2091.69,,,,,,
07/12/2015,14.2,15.84,94.3,3536.927,8454.27,2077.07,,,,,,
08/12/2015,14.08,17.6,99.16,3470.07,8343.86,2063.59,,,,,,
09/12/2015,14.27,19.61,113.83,3472.439,8229.62,2047.62,,,,,,
10/12/2015,14.21,19.34,113.8,3455.495,8216.17,2052.23,,,,,,
11/12/2015,14.38,24.39,131.09,3434.582,8115.89,2012.37,,,,,,
14/12/2015,13.56,22.73,122.22,3520.668,8040.16,2021.94,,,,,,
15/12/2015,13.63,20.95,114.37,3510.354,8073.35,2043.41,,,,,,
16/12/2015,14.17,17.86,108.93,3516.187,8184.66,2073.07,,,,,,
17/12/2015,13.34,18.94,113.52,3579.999,8319.67,2041.89,,,,,,
18/12/2015,13.635,20.7,118.32,3578.964,8257.32,2005.55,,,,,,
21/12/2015,13.76,18.7,109.44,3642.472,8282.17,2021.15,,,,,,
22/12/2015,13.68,16.6,100.91,3651.767,8292.74,2038.97,,,,,,
23/12/2015,13.965,15.57,99.61,3636.089,8315.7,2064.29,,,,,,
24/12/2015,14.27,15.74,99.88,3612.485,8324.36,2060.99,,,,,,
25/12/2015,14.27,15.74,99.88,3627.914,8363.28,2060.99,,,,,,
28/12/2015,13.79,16.91,99.24,3533.779,8358.49,2056.5,,,,,,
29/12/2015,13.95,16.08,95.13,3563.736,8293.91,2078.36,,,,,,
30/12/2015,13.66,17.29,100.82,3572.876,8279.99,2063.36,,,,,,
31/12/2015,13.72,18.21,100.2,3539.182,8338.06,2043.94,,,,,,
01/01/2016,13.72,18.21,100.2,3539.182,8338.06,2043.94,,,,,,
04/01/2016,14.09,20.7,107.69,3296.258,8114.26,2012.66,,,,,,
05/01/2016,14.02,19.34,101.84,3287.71,8075.11,2016.71,,,,,,
06/01/2016,14.25,20.59,103.06,3361.84,7990.39,1990.26,,,,,,
07/01/2016,14.88,24.99,116.55,3125.002,7852.06,1943.09,,,,,,
08/01/2016,14.52,27.01,116.46,3186.412,7893.97,1922.03,,,,,,
11/01/2016,13.92,24.3,109.63,3016.704,7788.42,1923.67,,,,,,
12/01/2016,13.61,22.47,104.52,3022.861,7768.45,1938.68,,,,,,
13/01/2016,13.61,25.22,117.14,2949.597,7824.61,1890.28,,,,,,
14/01/2016,13.13,23.95,110.07,3007.649,7742.88,1921.84,,,,,,
15/01/2016,13.085,27.02,116.41,2900.97,7762.01,1880.33,,,,,,
18/01/2016,13.085,27.02,116.41,2913.837,7811.18,1880.33,,,,,,
19/01/2016,12.47,26.05,113.76,3007.739,7854.88,1881.33,,,,,,
20/01/2016,12.85,27.59,112.88,2976.694,7699.12,1859.33,,,,,,
21/01/2016,12.91,26.69,108.38,2880.482,7664.01,1868.99,,,,,,
22/01/2016,13.03,22.34,98.92,2916.563,7756.18,1906.9,,,,,,
25/01/2016,13.38,24.15,102.88,2938.515,7894.15,1877.08,,,,,,
26/01/2016,13.97,22.5,98.4,2749.785,7828.67,1903.63,,,,,,
27/01/2016,14.2,23.11,100.04,2735.558,7849.83,1882.95,,,,,,
28/01/2016,13.86,22.42,96.56,2655.661,7905.1,1893.36,,,,,,
29/01/2016,14.21,20.2,89.95,2737.6,8080.6,1940.24,,,,,,
01/02/2016,14.65,19.98,89.65,2688.854,8156.96,1939.38,,,,,,
02/02/2016,14.3,21.98,97.6,2749.57,8131.24,1903.03,,,,,,
03/02/2016,15.35,21.65,97.32,2739.247,8063,1912.53,,,,,,
04/02/2016,16.15,21.84,95.22,2781.023,8063,1915.45,,,,,,
05/02/2016,17.05,23.38,100.55,2763.492,8063,1880.05,,,,,,
08/02/2016,17.47,26,104.53,2763.492,8063,1853.44,,,,,,
09/02/2016,16.75,26.54,103.06,2763.492,8063,1852.21,,,,,,
10/02/2016,17.14,26.29,106.19,2763.492,8063,1851.86,,,,,,
11/02/2016,18.37,28.14,107.21,2763.492,8063,1829.08,,,,,,
12/02/2016,18.84,25.4,103.25,2763.492,8063,1864.78,,,,,,
15/02/2016,18.84,25.4,103.25,2746.196,8066.51,1864.78,,,,,,
16/02/2016,17.21,24.11,94.2,2836.571,8212.07,1895.58,,,,,,
17/02/2016,17.82,22.31,88.96,2867.338,8214.25,1926.82,,,,,,
18/02/2016,18.9,21.64,87.53,2862.893,8314.67,1917.83,,,,,,
19/02/2016,18.38,20.53,86.25,2860.021,8325.04,1917.78,,,,,,
22/02/2016,18.53,19.38,86.19,2927.175,8326.68,1945.5,,,,,,
23/02/2016,18.92,20.98,89.67,2903.331,8334.64,1921.27,,,,,,
24/02/2016,19.11,20.72,86.74,2928.896,8282.86,1929.8,,,,,,
25/02/2016,19.39,19.11,83.51,2741.245,8365.86,1951.7,,,,,,
26/02/2016,18.69,19.81,83.72,2767.21,8411.16,1948.05,,,,,,
29/02/2016,19.38,20.55,85.06,2687.979,8411.16,1932.23,,,,,,
01/03/2016,18.57,17.7,79.45,2733.17,8485.69,1978.35,,,,,,
02/03/2016,19.0508125,17.09,78.84,2849.681,8544.05,1986.45,,,,,,
03/03/2016,19.82,16.7,79.41,2859.758,8611.79,1993.4,,,,,,
04/03/2016,19.71,16.86,81.97,2874.147,8643.55,1999.99,,,,,,
