#NAME?,DIA US Index,CNYUSD Curncy,EURUSD Curncy,GBTC US Equity,ETHE US Equity,LTCN US Equity,CCRIXRP Index,,,,,,
DATES,"px_last(dates=range(2015-01-01,2021-12-31),fill=PREV)","px_last(dates=range(2015-01-01,2021-12-31),fill=PREV)","px_last(dates=range(2015-01-01,2021-12-31),fill=PREV)","px_last(dates=range(2015-01-01,2021-12-31),fill=PREV)","px_last(dates=range(2015-01-01,2021-12-31),fill=PREV)","px_last(dates=range(2015-01-01,2021-12-31),fill=PREV)","px_last(dates=range(2015-01-01,2021-12-31),fill=PREV)",,,,,,
06/07/2015,176.68,0.16107,1.1056,0.335164835,#N/A,#N/A,#N/A,,,,,,
07/07/2015,177.63,0.1613,1.1011,0.335164835,#N/A,#N/A,#N/A,,,,,,
08/07/2015,175,0.16106,1.1077,0.336263736,#N/A,#N/A,#N/A,,,,,,
09/07/2015,175.26,0.16098,1.1036,0.334615385,#N/A,#N/A,#N/A,,,,,,
10/07/2015,177.41,0.16099,1.1162,0.336263736,#N/A,#N/A,#N/A,,,,,,
13/07/2015,179.6,0.1611,1.1002,0.333296703,#N/A,#N/A,#N/A,,,,,,
14/07/2015,180.33,0.16105,1.1009,0.335164835,#N/A,#N/A,#N/A,,,,,,
15/07/2015,180.34,0.16106,1.095,0.335164835,#N/A,#N/A,#N/A,,,,,,
16/07/2015,181.07,0.16099,1.0875,0.335164835,#N/A,#N/A,#N/A,,,,,,
17/07/2015,180.54,0.161,1.083,0.334615385,#N/A,#N/A,#N/A,,,,,,
20/07/2015,180.69,0.161,1.0825,0.330879121,#N/A,#N/A,#N/A,,,,,,
21/07/2015,178.97,0.161,1.0935,0.334065934,#N/A,#N/A,#N/A,,,,,,
22/07/2015,178.3,0.16108,1.0929,0.335164835,#N/A,#N/A,#N/A,,,,,,
23/07/2015,177.16,0.16094,1.0984,0.335164835,#N/A,#N/A,#N/A,,,,,,
24/07/2015,175.52,0.16107,1.0984,0.335714286,#N/A,#N/A,#N/A,,,,,,
27/07/2015,174.23,0.16106,1.1088,0.335164835,#N/A,#N/A,#N/A,,,,,,
28/07/2015,176.11,0.16106,1.106,0.335714286,#N/A,#N/A,#N/A,,,,,,
29/07/2015,177.26,0.1613,1.0984,0.334615385,#N/A,#N/A,#N/A,,,,,,
30/07/2015,177.22,0.16104,1.0932,0.335164835,#N/A,#N/A,#N/A,,,,,,
31/07/2015,176.68,0.16109,1.0984,0.331318681,#N/A,#N/A,#N/A,,,,,,
03/08/2015,175.75,0.16105,1.095,0.330769231,#N/A,#N/A,#N/A,,,,,,
04/08/2015,175.32,0.16097,1.0881,0.32967033,#N/A,#N/A,#N/A,,,,,,
05/08/2015,175.36,0.161,1.0906,0.323186813,#N/A,#N/A,#N/A,,,,,,
06/08/2015,174.22,0.16103,1.0925,0.332967033,#N/A,#N/A,#N/A,,,,,,
07/08/2015,173.84,0.16106,1.0967,0.328681319,#N/A,#N/A,#N/A,,,,,,
10/08/2015,176.19,0.16102,1.1019,0.328681319,#N/A,#N/A,#N/A,,,,,,
11/08/2015,174.11,0.15809,1.1042,0.334615385,#N/A,#N/A,#N/A,,,,,,
12/08/2015,174.21,0.15659,1.1159,0.324285714,#N/A,#N/A,#N/A,,,,,,
13/08/2015,174.31,0.15626,1.115,0.334065934,#N/A,#N/A,#N/A,,,,,,
14/08/2015,174.9,0.15648,1.1109,0.32967033,#N/A,#N/A,#N/A,,,,,,
17/08/2015,175.7,0.15635,1.1078,0.324175824,#N/A,#N/A,#N/A,,,,,,
18/08/2015,175.33,0.1564,1.1024,0.323076923,#N/A,#N/A,#N/A,,,,,,
19/08/2015,173.74,0.15631,1.112,0.323076923,#N/A,#N/A,#N/A,,,,,,
20/08/2015,170.22,0.15654,1.1242,0.318681319,#N/A,#N/A,#N/A,,,,,,
21/08/2015,164.41,0.15657,1.1386,0.296703297,#N/A,#N/A,#N/A,,,,,,
24/08/2015,158.38,0.15615,1.1619,0.263736264,#N/A,#N/A,#N/A,,,,,,
25/08/2015,156.49,0.15595,1.1517,0.263736264,#N/A,#N/A,#N/A,,,,,,
26/08/2015,162.66,0.15597,1.1314,0.254065934,#N/A,#N/A,#N/A,,,,,,
27/08/2015,166.45,0.15616,1.1246,0.260879121,#N/A,#N/A,#N/A,,,,,,
28/08/2015,166.33,0.15656,1.1185,0.274615385,#N/A,#N/A,#N/A,,,,,,
31/08/2015,165.18,0.15684,1.1211,0.285714286,#N/A,#N/A,#N/A,,,,,,
01/09/2015,160.46,0.15713,1.1315,0.285714286,#N/A,#N/A,#N/A,,,,,,
02/09/2015,163.46,0.15734,1.1227,0.302197802,#N/A,#N/A,#N/A,,,,,,
03/09/2015,163.67,0.15733,1.1123,0.315934066,#N/A,#N/A,#N/A,,,,,,
04/09/2015,160.97,0.15698,1.1149,0.318131868,#N/A,#N/A,#N/A,,,,,,
07/09/2015,160.97,0.15702,1.117,0.318131868,#N/A,#N/A,#N/A,,,,,,
08/09/2015,164.91,0.15705,1.1203,0.328571429,#N/A,#N/A,#N/A,,,,,,
09/09/2015,162.52,0.1568,1.1207,0.324175824,#N/A,#N/A,#N/A,,,,,,
10/09/2015,163.39,0.15656,1.128,0.328571429,#N/A,#N/A,#N/A,,,,,,
11/09/2015,164.39,0.15688,1.1338,0.32967033,#N/A,#N/A,#N/A,,,,,,
14/09/2015,163.77,0.15702,1.1317,0.324175824,#N/A,#N/A,#N/A,,,,,,
15/09/2015,166.11,0.15701,1.1269,0.32956044,#N/A,#N/A,#N/A,,,,,,
16/09/2015,167.51,0.15695,1.129,0.318681319,#N/A,#N/A,#N/A,,,,,,
17/09/2015,166.81,0.15709,1.1435,0.313186813,#N/A,#N/A,#N/A,,,,,,
18/09/2015,163.54,0.15714,1.1298,0.324175824,#N/A,#N/A,#N/A,,,,,,
21/09/2015,164.9,0.15696,1.119,0.318681319,#N/A,#N/A,#N/A,,,,,,
22/09/2015,163,0.15689,1.112,0.324175824,#N/A,#N/A,#N/A,,,,,,
23/09/2015,162.59,0.15665,1.1186,0.318681319,#N/A,#N/A,#N/A,,,,,,
24/09/2015,161.87,0.15673,1.123,0.313186813,#N/A,#N/A,#N/A,,,,,,
25/09/2015,162.88,0.15685,1.1195,0.307692308,#N/A,#N/A,#N/A,,,,,,
28/09/2015,159.79,0.15709,1.1244,0.318681319,#N/A,#N/A,#N/A,,,,,,
29/09/2015,160.23,0.15718,1.1249,0.321428571,#N/A,#N/A,#N/A,,,,,,
30/09/2015,162.62,0.15732,1.1177,0.307802198,#N/A,#N/A,#N/A,,,,,,
01/10/2015,162.49,0.15733,1.1195,0.304505495,#N/A,#N/A,#N/A,,,,,,
02/10/2015,164.58,0.15729,1.1216,0.301098901,#N/A,#N/A,#N/A,,,,,,
05/10/2015,167.58,0.15737,1.1188,0.313186813,#N/A,#N/A,#N/A,,,,,,
06/10/2015,167.69,0.15728,1.1272,0.307692308,#N/A,#N/A,#N/A,,,,,,
07/10/2015,168.95,0.15732,1.1237,0.307802198,#N/A,#N/A,#N/A,,,,,,
08/10/2015,170.37,0.15741,1.1276,0.296703297,#N/A,#N/A,#N/A,,,,,,
09/10/2015,170.76,0.15761,1.1358,0.296703297,#N/A,#N/A,#N/A,,,,,,
12/10/2015,171.17,0.15816,1.1358,0.296703297,#N/A,#N/A,#N/A,,,,,,
13/10/2015,170.64,0.15766,1.1379,0.296703297,#N/A,#N/A,#N/A,,,,,,
14/10/2015,169.07,0.15755,1.1474,0.291208791,#N/A,#N/A,#N/A,,,,,,
15/10/2015,171.32,0.15757,1.1386,0.294505495,#N/A,#N/A,#N/A,,,,,,
16/10/2015,171.88,0.15741,1.1348,0.318571429,#N/A,#N/A,#N/A,,,,,,
19/10/2015,172.12,0.15726,1.1327,0.301648352,#N/A,#N/A,#N/A,,,,,,
20/10/2015,172.01,0.15753,1.1346,0.307692308,#N/A,#N/A,#N/A,,,,,,
21/10/2015,171.48,0.15748,1.1339,0.299450549,#N/A,#N/A,#N/A,,,,,,
22/10/2015,174.8,0.15733,1.1109,0.299450549,#N/A,#N/A,#N/A,,,,,,
23/10/2015,176.37,0.15739,1.1018,0.307692308,#N/A,#N/A,#N/A,,,,,,
26/10/2015,176.02,0.15735,1.1058,0.311208791,#N/A,#N/A,#N/A,,,,,,
27/10/2015,175.67,0.1574,1.1051,0.309340659,#N/A,#N/A,#N/A,,,,,,
28/10/2015,177.68,0.1572,1.0923,0.317032967,#N/A,#N/A,#N/A,,,,,,
29/10/2015,177.38,0.15737,1.0977,0.351648352,#N/A,#N/A,#N/A,,,,,,
30/10/2015,176.49,0.15833,1.1006,0.372527473,#N/A,#N/A,#N/A,,,,,,
02/11/2015,178.12,0.15785,1.1016,0.428571429,#N/A,#N/A,#N/A,,,,,,
03/11/2015,179.07,0.15779,1.0964,0.461538462,#N/A,#N/A,#N/A,,,,,,
04/11/2015,178.65,0.15784,1.0866,0.593406593,#N/A,#N/A,#N/A,,,,,,
05/11/2015,178.64,0.1576,1.0884,0.56043956,#N/A,#N/A,#N/A,,,,,,
06/11/2015,179.14,0.15746,1.0741,0.502747253,#N/A,#N/A,#N/A,,,,,,
09/11/2015,177.42,0.15715,1.0752,0.461538462,#N/A,#N/A,#N/A,,,,,,
10/11/2015,177.78,0.15717,1.0724,0.461538462,#N/A,#N/A,#N/A,,,,,,
11/11/2015,177.21,0.15701,1.0743,0.42967033,#N/A,#N/A,#N/A,,,,,,
12/11/2015,174.67,0.15701,1.0814,0.494505495,#N/A,#N/A,#N/A,,,,,,
13/11/2015,172.61,0.15689,1.0773,0.504394231,#N/A,#N/A,#N/A,,,,,,
16/11/2015,175.02,0.15695,1.0686,0.491758242,#N/A,#N/A,#N/A,,,,,,
17/11/2015,175.16,0.15675,1.0642,0.461538462,#N/A,#N/A,#N/A,,,,,,
18/11/2015,177.73,0.15662,1.066,0.480769231,#N/A,#N/A,#N/A,,,,,,
19/11/2015,177.66,0.15669,1.0734,0.494505495,#N/A,#N/A,#N/A,,,,,,
20/11/2015,178.06,0.15653,1.0646,0.467032967,#N/A,#N/A,#N/A,,,,,,
23/11/2015,177.74,0.15659,1.0636,0.450549451,#N/A,#N/A,#N/A,,,,,,
24/11/2015,177.98,0.15652,1.0643,0.423626374,#N/A,#N/A,#N/A,,,,,,
25/11/2015,177.93,0.15656,1.0624,0.461318681,#N/A,#N/A,#N/A,,,,,,
26/11/2015,177.93,0.15651,1.061,0.461318681,#N/A,#N/A,#N/A,,,,,,
27/11/2015,177.9,0.15634,1.0593,0.516483516,#N/A,#N/A,#N/A,,,,,,
30/11/2015,177.23,0.15632,1.0565,0.494505495,#N/A,#N/A,#N/A,,,,,,
01/12/2015,178.81,0.15637,1.0633,0.519230769,#N/A,#N/A,#N/A,,,,,,
02/12/2015,177.29,0.15632,1.0615,0.510989011,#N/A,#N/A,#N/A,,,,,,
03/12/2015,174.83,0.15657,1.094,0.495604396,#N/A,#N/A,#N/A,,,,,,
04/12/2015,178.42,0.15623,1.0881,0.505494505,#N/A,#N/A,#N/A,,,,,,
07/12/2015,177.34,0.15603,1.0837,0.58021978,#N/A,#N/A,#N/A,,,,,,
08/12/2015,175.7708125,0.15583,1.0892,0.607692308,#N/A,#N/A,#N/A,,,,,,
09/12/2015,174.99,0.15554,1.1025,0.607142857,#N/A,#N/A,#N/A,,,,,,
10/12/2015,175.88,0.1553,1.0941,0.637362637,#N/A,#N/A,#N/A,,,,,,
11/12/2015,172.73,0.1549,1.0986,0.692307692,#N/A,#N/A,#N/A,,,,,,
14/12/2015,173.9,0.15487,1.0992,0.675824176,#N/A,#N/A,#N/A,,,,,,
15/12/2015,175.46,0.15455,1.0931,0.714285714,#N/A,#N/A,#N/A,,,,,,
16/12/2015,177.64,0.15444,1.0912,0.694065934,#N/A,#N/A,#N/A,,,,,,
17/12/2015,175.1,0.15419,1.0826,0.681318681,#N/A,#N/A,#N/A,,,,,,
18/12/2015,171,0.15426,1.0868,0.681318681,#N/A,#N/A,#N/A,,,,,,
21/12/2015,172.25,0.15431,1.0915,0.658791209,#N/A,#N/A,#N/A,,,,,,
22/12/2015,174.01,0.15441,1.0957,0.652747253,#N/A,#N/A,#N/A,,,,,,
23/12/2015,175.81,0.15435,1.0912,0.659340659,#N/A,#N/A,#N/A,,,,,,
24/12/2015,175.22,0.15433,1.0963,0.690989011,#N/A,#N/A,#N/A,,,,,,
25/12/2015,175.22,0.15473,1.096,0.690989011,#N/A,#N/A,#N/A,,,,,,
28/12/2015,174.98,0.15412,1.0968,0.648351648,#N/A,#N/A,#N/A,,,,,,
29/12/2015,176.98,0.15421,1.092,0.678571429,#N/A,#N/A,#N/A,,,,,,
30/12/2015,175.8,0.15408,1.0933,0.692307692,#N/A,#N/A,#N/A,,,,,,
31/12/2015,173.99,0.154,1.0862,0.692307692,#N/A,#N/A,#N/A,,,,,,
01/01/2016,173.99,0.15401,1.0856,0.692307692,#N/A,#N/A,#N/A,,,,,,
04/01/2016,171.29,0.15296,1.0831,0.703296703,#N/A,#N/A,#N/A,,,,,,
05/01/2016,171.39,0.15323,1.0748,0.711538462,#N/A,#N/A,#N/A,,,,,,
06/01/2016,168.94,0.15246,1.0781,0.714285714,#N/A,#N/A,#N/A,,,,,,
07/01/2016,164.96,0.15166,1.0932,0.711538462,#N/A,#N/A,#N/A,,,,,,
08/01/2016,163.24,0.15167,1.0922,0.714175824,#N/A,#N/A,#N/A,,,,,,
11/01/2016,163.83,0.15228,1.0859,0.695054945,#N/A,#N/A,#N/A,,,,,,
12/01/2016,164.95,0.15217,1.0858,0.618791209,#N/A,#N/A,#N/A,,,,,,
13/01/2016,161.35,0.15205,1.0877,0.613186813,#N/A,#N/A,#N/A,,,,,,
14/01/2016,163.59,0.15172,1.0865,0.647142857,#N/A,#N/A,#N/A,,,,,,
15/01/2016,159.68,0.15189,1.0916,0.510989011,#N/A,#N/A,#N/A,,,,,,
18/01/2016,159.68,0.15202,1.0892,0.510989011,#N/A,#N/A,#N/A,,,,,,
19/01/2016,160.02,0.15194,1.0908,0.461098901,#N/A,#N/A,#N/A,,,,,,
20/01/2016,157.61,0.15188,1.089,0.53956044,#N/A,#N/A,#N/A,,,,,,
21/01/2016,158.6,0.15195,1.0874,0.565934066,#N/A,#N/A,#N/A,,,,,,
22/01/2016,160.79,0.15201,1.0796,0.532967033,#N/A,#N/A,#N/A,,,,,,
25/01/2016,158.7,0.15194,1.0849,0.532967033,#N/A,#N/A,#N/A,,,,,,
26/01/2016,161.54,0.15198,1.087,0.510989011,#N/A,#N/A,#N/A,,,,,,
27/01/2016,159.3,0.15202,1.0893,0.497252747,#N/A,#N/A,#N/A,,,,,,
28/01/2016,160.51,0.15208,1.094,0.482417582,#N/A,#N/A,#N/A,,,,,,
29/01/2016,164.37,0.15209,1.0831,0.472527473,#N/A,#N/A,#N/A,,,,,,
01/02/2016,164.34,0.15201,1.0888,0.472417582,#N/A,#N/A,#N/A,,,,,,
02/02/2016,161.41,0.15186,1.0919,0.463296703,#N/A,#N/A,#N/A,,,,,,
03/02/2016,163.2,0.15205,1.1105,0.450549451,#N/A,#N/A,#N/A,,,,,,
04/02/2016,164.14,0.1523,1.1209,0.482967033,#N/A,#N/A,#N/A,,,,,,
05/02/2016,161.94,0.15213,1.1158,0.464395604,#N/A,#N/A,#N/A,,,,,,
08/02/2016,160.35,0.15211,1.1193,0.453846154,#N/A,#N/A,#N/A,,,,,,
09/02/2016,160.24,0.15211,1.1293,0.46043956,#N/A,#N/A,#N/A,,,,,,
10/02/2016,159.39,0.1521,1.1292,0.482967033,#N/A,#N/A,#N/A,,,,,,
11/02/2016,156.8,0.15207,1.1323,0.471428571,#N/A,#N/A,#N/A,,,,,,
12/02/2016,159.98,0.15213,1.1256,0.472527473,#N/A,#N/A,#N/A,,,,,,
15/02/2016,159.98,0.15386,1.1156,0.472527473,#N/A,#N/A,#N/A,,,,,,
16/02/2016,162.2,0.15343,1.1144,0.537362637,#N/A,#N/A,#N/A,,,,,,
17/02/2016,164.93,0.15328,1.1128,0.571428571,#N/A,#N/A,#N/A,,,,,,
18/02/2016,164.52,0.15348,1.1107,0.593406593,#N/A,#N/A,#N/A,,,,,,
19/02/2016,163.7,0.15335,1.113,0.578351648,#N/A,#N/A,#N/A,,,,,,
22/02/2016,165.94,0.15329,1.103,0.604945055,#N/A,#N/A,#N/A,,,,,,
23/02/2016,164.1508125,0.15322,1.102,0.576703297,#N/A,#N/A,#N/A,,,,,,
24/02/2016,164.67,0.15317,1.1013,0.595604396,#N/A,#N/A,#N/A,,,,,,
25/02/2016,166.84,0.15296,1.1018,0.604395604,#N/A,#N/A,#N/A,,,,,,
26/02/2016,166.28,0.15285,1.0934,0.615384615,#N/A,#N/A,#N/A,,,,,,
29/02/2016,164.96,0.15258,1.0873,0.615384615,#N/A,#N/A,#N/A,,,,,,
01/03/2016,168.52,0.15262,1.0868,0.624175824,#N/A,#N/A,#N/A,,,,,,
02/03/2016,168.89,0.15265,1.0868,0.631868132,#N/A,#N/A,#N/A,,,,,,
03/03/2016,169.35,0.15307,1.0957,0.59010989,#N/A,#N/A,#N/A,,,,,,
04/03/2016,170.02,0.15378,1.1005,0.571428571,#N/A,#N/A,#N/A,,,,,,
07/03/2016,170.62,0.15353,1.1014,0.588461538,#N/A,#N/A,#N/A,,,,,,
08/03/2016,169.62,0.15376,1.1011,0.593406593,#N/A,#N/A,#N/A,,,,,,
09/03/2016,170.02,0.15354,1.0999,0.593406593,#N/A,#N/A,#N/A,,,,,,
10/03/2016,170.0591875,0.15364,1.1177,0.614835165,#N/A,#N/A,#N/A,,,,,,
11/03/2016,172.2308125,0.15397,1.1156,0.604395604,#N/A,#N/A,#N/A,,,,,,
14/03/2016,172.4108125,0.15385,1.1103,0.571978022,#N/A,#N/A,#N/A,,,,,,
15/03/2016,172.64,0.15352,1.1109,0.585164835,#N/A,#N/A,#N/A,,,,,,
16/03/2016,173.47,0.15333,1.1224,0.593406593,#N/A,#N/A,#N/A,,,,,,
17/03/2016,174.94,0.15444,1.1318,0.593956044,#N/A,#N/A,#N/A,,,,,,
18/03/2016,175.69,0.15452,1.127,0.582417582,#N/A,#N/A,#N/A,,,,,,
21/03/2016,176.01,0.15419,1.1241,0.584615385,#N/A,#N/A,#N/A,,,,,,
22/03/2016,175.7,0.15406,1.1217,0.593406593,#N/A,#N/A,#N/A,,,,,,
23/03/2016,174.81,0.15368,1.1181,0.593406593,#N/A,#N/A,#N/A,,,,,,
24/03/2016,174.94,0.15347,1.1174,0.582417582,#N/A,#N/A,#N/A,,,,,,
25/03/2016,174.94,0.15336,1.1167,0.582417582,#N/A,#N/A,#N/A,,,,,,
28/03/2016,175.12,0.1541,1.1196,0.597802198,#N/A,#N/A,#N/A,,,,,,
29/03/2016,176.07,0.15392,1.1291,0.6,#N/A,#N/A,#N/A,,,,,,
30/03/2016,176.89,0.15463,1.1338,0.598901099,#N/A,#N/A,#N/A,,,,,,
31/03/2016,176.64,0.15506,1.138,0.597802198,#N/A,#N/A,#N/A,,,,,,
01/04/2016,177.72,0.15435,1.1391,0.601648352,#N/A,#N/A,#N/A,,,,,,
04/04/2016,177.12,0.15429,1.1391,0.626263736,#N/A,#N/A,#N/A,,,,,,
05/04/2016,175.82,0.15438,1.1384,0.635714286,#N/A,#N/A,#N/A,,,,,,
06/04/2016,177.04,0.15441,1.1399,0.630659341,#N/A,#N/A,#N/A,,,,,,
07/04/2016,175.29,0.15468,1.1378,0.607362637,#N/A,#N/A,#N/A,,,,,,
08/04/2016,175.66,0.15462,1.1399,0.640659341,#N/A,#N/A,#N/A,,,,,,
11/04/2016,175.44,0.15484,1.1408,0.615384615,#N/A,#N/A,#N/A,,,,,,
12/04/2016,177.09,0.15472,1.1386,0.626263736,#N/A,#N/A,#N/A,,,,,,
13/04/2016,178.92,0.15445,1.1274,0.608021978,#N/A,#N/A,#N/A,,,,,,
14/04/2016,179.11,0.15427,1.1268,0.615934066,#N/A,#N/A,#N/A,,,,,,
15/04/2016,178.68,0.15437,1.1284,0.643956044,#N/A,#N/A,#N/A,,,,,,
18/04/2016,179.78,0.1544,1.1313,0.652747253,#N/A,#N/A,#N/A,,,,,,
19/04/2016,180.32,0.15482,1.1358,0.653846154,#N/A,#N/A,#N/A,,,,,,
20/04/2016,180.75,0.15458,1.1297,0.686813187,#N/A,#N/A,#N/A,,,,,,
21/04/2016,179.7,0.15427,1.1288,0.722087912,#N/A,#N/A,#N/A,,,,,,
22/04/2016,179.9,0.15369,1.1222,0.779120879,#N/A,#N/A,#N/A,,,,,,
25/04/2016,179.54,0.15411,1.1268,0.813296703,#N/A,#N/A,#N/A,,,,,,
26/04/2016,179.64,0.15406,1.1297,0.808791209,#N/A,#N/A,#N/A,,,,,,
27/04/2016,180.25,0.15386,1.1322,0.791208791,#N/A,#N/A,#N/A,,,,,,
28/04/2016,178.2,0.15437,1.1352,0.764835165,#N/A,#N/A,#N/A,,,,,,
29/04/2016,177.59,0.1544,1.1451,0.787912088,#N/A,#N/A,#N/A,,,,,,
02/05/2016,178.7,0.15446,1.1534,0.821538462,#N/A,#N/A,#N/A,,,,,,
03/05/2016,177.3,0.15404,1.1496,0.821428571,#N/A,#N/A,#N/A,,,,,,
04/05/2016,176.32,0.15393,1.1487,0.824175824,#N/A,#N/A,#N/A,,,,,,
05/05/2016,176.4408125,0.15357,1.1405,0.81043956,#N/A,#N/A,#N/A,,,,,,
06/05/2016,177.34,0.15392,1.1404,0.823076923,#N/A,#N/A,#N/A,,,,,,
09/05/2016,176.98,0.15344,1.1383,0.832747253,#N/A,#N/A,#N/A,,,,,,
10/05/2016,179.2,0.15344,1.1372,0.807692308,#N/A,#N/A,#N/A,,,,,,
11/05/2016,177.2991875,0.15408,1.1426,0.807582418,#N/A,#N/A,#N/A,,,,,,
12/05/2016,177.42,0.15341,1.1377,0.796813187,#N/A,#N/A,#N/A,,,,,,
13/05/2016,175.48,0.15309,1.1309,0.791758242,#N/A,#N/A,#N/A,,,,,,
16/05/2016,177.26,0.1534,1.1321,0.714285714,#N/A,#N/A,#N/A,,,,,,
17/05/2016,175.56,0.15336,1.1313,0.758241758,#N/A,#N/A,#N/A,,,,,,
18/05/2016,175.63,0.15289,1.1216,0.708791209,#N/A,#N/A,#N/A,,,,,,
19/05/2016,174.68,0.1528,1.1203,0.681318681,#N/A,#N/A,#N/A,,,,,,
20/05/2016,174.76,0.15276,1.1224,0.713186813,#N/A,#N/A,#N/A,,,,,,
23/05/2016,174.78,0.15257,1.122,0.725274725,#N/A,#N/A,#N/A,,,,,,
24/05/2016,176.86,0.15251,1.1141,0.769230769,#N/A,#N/A,#N/A,,,,,,
25/05/2016,178.28,0.15258,1.1155,0.758241758,#N/A,#N/A,#N/A,,,,,,
26/05/2016,178.08,0.15249,1.1194,0.769505495,#N/A,#N/A,#N/A,,,,,,
27/05/2016,178.5,0.15237,1.1115,0.791208791,#N/A,#N/A,#N/A,,,,,,
30/05/2016,178.5,0.15185,1.1138,0.791208791,#N/A,#N/A,#N/A,,,,,,
31/05/2016,177.65,0.15192,1.1132,0.858241758,#N/A,#N/A,#N/A,,,,,,
01/06/2016,177.73,0.15209,1.1188,0.856043956,#N/A,#N/A,#N/A,,,,,,
02/06/2016,178.28,0.15186,1.1151,0.857142857,#N/A,#N/A,#N/A,,,,,,
03/06/2016,178.06,0.15263,1.1367,0.971978022,#N/A,#N/A,#N/A,,,,,,
06/06/2016,179.18,0.15249,1.1355,1.027472527,#N/A,#N/A,#N/A,,,,,,
07/06/2016,179.38,0.15222,1.1358,1.032967033,#N/A,#N/A,#N/A,,,,,,
08/06/2016,180.06,0.15243,1.1395,1.098901099,#N/A,#N/A,#N/A,,,,,,
09/06/2016,179.88,0.15235,1.1316,1.076923077,#N/A,#N/A,#N/A,,,,,,
10/06/2016,178.71,0.15216,1.1251,1.021098901,#N/A,#N/A,#N/A,,,,,,
13/06/2016,177.36,0.15193,1.1292,1.263736264,#N/A,#N/A,#N/A,,,,,,
